species,class,order,family,mass_kg,brain_size,brain_units,source
Hyla versicolor,Amphibia,Anura,Hylidae,0.01315,4.225844e-05,kg,AnimalTraits
Pseudacris triseriata,Amphibia,Anura,Hylidae,0.0001,2.25848e-06,kg,AnimalTraits
Acris crepitans,Amphibia,Anura,Hylidae,0.0003,4.43408e-06,kg,AnimalTraits
Platymantis vitiensis,Amphibia,Anura,Ceratobatrachidae,0.0003,4.93136e-06,kg,AnimalTraits
Rana sylvatica,Amphibia,Anura,Ranidae,0.00037,8.56772e-06,kg,AnimalTraits
Rana pipiens,Amphibia,Anura,Ranidae,0.0011,2.03574e-05,kg,AnimalTraits
Rana clamitans,Amphibia,Anura,Ranidae,0.00362,3.915044e-05,kg,AnimalTraits
Xenopus laevis,Amphibia,Anura,Pipidae,0.03237,5.137524e-05,kg,AnimalTraits
Rhinophrynus dorsalis,Amphibia,Anura,Rhionphrynidae,0.01657,3.292408e-05,kg,AnimalTraits
Zygiella x-notata,Arachnida,Araneae,Araneidae,3.9e-05,1.22248e-06,kg,AnimalTraits
Zygiella x-notata,Arachnida,Araneae,Araneidae,2.9e-05,1.35716e-06,kg,AnimalTraits
Mysmena sp.,Arachnida,Araneae,Mysmenidae,1e-07,4.0404e-09,kg,AnimalTraits
Mysmenopsis tengellacompa,Arachnida,Araneae,Mysmenidae,3e-07,1.87516e-08,kg,AnimalTraits
Anapisona simoni,Arachnida,Araneae,Anapidae,8e-07,1.31572e-08,kg,AnimalTraits
Anapisona simoni,Arachnida,Araneae,Anapidae,8e-07,1.20176e-08,kg,AnimalTraits
Faiditus elevatus,Arachnida,Araneae,Theridiidae,3e-06,3.39808e-08,kg,AnimalTraits
Faiditus elevatus,Arachnida,Araneae,Theridiidae,2.4e-06,5.51152e-08,kg,AnimalTraits
Faiditus sp.,Arachnida,Araneae,Theridiidae,2.7e-06,5.57368e-08,kg,AnimalTraits
Leucauge mariana,Arachnida,Araneae,Tetragnathidae,6e-05,1.580936e-07,kg,AnimalTraits
Leucauge mariana,Arachnida,Araneae,Tetragnathidae,2e-05,1.34162e-07,kg,AnimalTraits
Argiope argentata,Arachnida,Araneae,Araneidae,0.00025,3.451952e-07,kg,AnimalTraits
Nephila clavipes,Arachnida,Araneae,Araneidae,0.002,6.6304e-07,kg,AnimalTraits
Nephila clavipes,Arachnida,Araneae,Araneidae,1.12e-05,1.615124e-07,kg,AnimalTraits
Casuarius casuarius,Aves,Casuariiformes,Casuariidae,43.85,0.0376586,kg,AnimalTraits
Dromaius novaehollandiae,Aves,Casuariiformes,Casuariidae,36.5,0.02991968,kg,AnimalTraits
Alectura lathami,Aves,Galliformes,Megapodiidae,2.3,0.00588448,kg,AnimalTraits
Leipoa ocellata,Aves,Galliformes,Megapodiidae,2,0.004662,kg,AnimalTraits
Coturnix pectoralis,Aves,Galliformes,Phasianidae,0.105,0.00099456,kg,AnimalTraits
Excalfactoria chinensis,Aves,Galliformes,Phasianidae,0.0375,0.00058016,kg,AnimalTraits
Anseranas semipalmata,Aves,Anseriformes,Anseranatidae,2.4,0.0091168,kg,AnimalTraits
Dendrocygna eytoni,Aves,Anseriformes,Anatidae,1,0.00472416,kg,AnimalTraits
Dendrocygna arcuata,Aves,Anseriformes,Anatidae,0.8,0.00467236,kg,AnimalTraits
Biziura lobata,Aves,Anseriformes,Anatidae,1.975,0.00903392,kg,AnimalTraits
Stictonetta naevosa,Aves,Anseriformes,Anatidae,0.91,0.00456876,kg,AnimalTraits
Cereopsis novaehollandiae,Aves,Anseriformes,Anatidae,5,0.00914788,kg,AnimalTraits
Cygnus atratus,Aves,Anseriformes,Anatidae,6.1,0.0125874,kg,AnimalTraits
Tadorna radjah,Aves,Anseriformes,Anatidae,0.885,0.00536648,kg,AnimalTraits
Tadorna tadornoides,Aves,Anseriformes,Anatidae,1.45,0.00603988,kg,AnimalTraits
Chenonetta jubata,Aves,Anseriformes,Anatidae,0.8,0.00422688,kg,AnimalTraits
Malacorhynchus membranaceus,Aves,Anseriformes,Anatidae,0.375,0.0029526,kg,AnimalTraits
Nettapus pulchellus,Aves,Anseriformes,Anatidae,0.28,0.00277648,kg,AnimalTraits
Anas rhynchotis,Aves,Anseriformes,Anatidae,0.65,0.00366744,kg,AnimalTraits
Anas gracilis,Aves,Anseriformes,Anatidae,0.4965,0.00364672,kg,AnimalTraits
Anas castanea,Aves,Anseriformes,Anatidae,0.65,0.00386428,kg,AnimalTraits
Anas superciliosa,Aves,Anseriformes,Anatidae,1,0.00552188,kg,AnimalTraits
Aythya australis,Aves,Anseriformes,Anatidae,0.85,0.00506604,kg,AnimalTraits
Oxyura australis,Aves,Anseriformes,Anatidae,0.85,0.00416472,kg,AnimalTraits
Phaethon rubricauda,Aves,Phaethontiformes,Phaethontidae,0.8,0.00468272,kg,AnimalTraits
Tachybaptus novaehollandiae,Aves,Podicipediformes,Podicipedidae,0.165,0.00171976,kg,AnimalTraits
Poliocephalus poliocephalus,Aves,Podicipediformes,Podicipedidae,0.24,0.00178192,kg,AnimalTraits
Podiceps cristatus,Aves,Podicipediformes,Podicipedidae,1.1,0.00322196,kg,AnimalTraits
Columba leucomela,Aves,Columbiformes,Columbidae,0.42,0.00237244,kg,AnimalTraits
Macropygia amboinensis,Aves,Columbiformes,Columbidae,0.2,0.00154364,kg,AnimalTraits
Chalcophaps indica,Aves,Columbiformes,Columbidae,0.135,0.001295,kg,AnimalTraits
Phaps chalcoptera,Aves,Columbiformes,Columbidae,0.335,0.00184408,kg,AnimalTraits
Phaps elegans,Aves,Columbiformes,Columbidae,0.205,0.0017094,kg,AnimalTraits
Phaps histrionica,Aves,Columbiformes,Columbidae,0.3,0.0017094,kg,AnimalTraits
Ocyphaps lophotes,Aves,Columbiformes,Columbidae,0.19,0.0017612,kg,AnimalTraits
Geophaps plumifera,Aves,Columbiformes,Columbidae,0.095,0.00122248,kg,AnimalTraits
Geophaps smithii,Aves,Columbiformes,Columbidae,0.205,0.00144004,kg,AnimalTraits
Petrophassa albipennis,Aves,Columbiformes,Columbidae,0.125,0.0011396,kg,AnimalTraits
Geopelia cuneata,Aves,Columbiformes,Columbidae,0.033,0.00080808,kg,AnimalTraits
Geopelia striata,Aves,Columbiformes,Columbidae,0.0485,0.00081844,kg,AnimalTraits
Geopelia humeralis,Aves,Columbiformes,Columbidae,0.13,0.00130536,kg,AnimalTraits
Leucosarcia melanoleuca,Aves,Columbiformes,Columbidae,0.415,0.00249676,kg,AnimalTraits
Ptilinopus magnificus,Aves,Columbiformes,Columbidae,0.335,0.00224812,kg,AnimalTraits
Ptilinopus superbus,Aves,Columbiformes,Columbidae,0.107,0.00112924,kg,AnimalTraits
Ptilinopus regina,Aves,Columbiformes,Columbidae,0.095,0.00125356,kg,AnimalTraits
Lopholaimus antarcticus,Aves,Columbiformes,Columbidae,0.575,0.00280756,kg,AnimalTraits
Podargus strigoides,Aves,Caprimulgiformes,Podargidae,0.285,0.00503496,kg,AnimalTraits
Eurostopodus mystacalis,Aves,Caprimulgiformes,Caprimulgidae,0.13,0.00137788,kg,AnimalTraits
Eurostopodus argus,Aves,Caprimulgiformes,Caprimulgidae,0.0975,0.00128464,kg,AnimalTraits
Caprimulgus macrurus,Aves,Caprimulgiformes,Caprimulgidae,0.0675,0.00104636,kg,AnimalTraits
Aegotheles cristatus,Aves,Apodiformes,Aegothelidae,0.045,0.00147112,kg,AnimalTraits
Aerodramus terraereginae,Aves,Apodiformes,Apodidae,0.0125,0.00024864,kg,AnimalTraits
Hirundapus caudacutus,Aves,Apodiformes,Apodidae,0.1175,0.00133644,kg,AnimalTraits
Oceanites oceanicus,Aves,Procellariiformes,Oceanitidae,0.035,0.00073556,kg,AnimalTraits
Pelagodroma marina,Aves,Procellariiformes,Oceanitidae,0.055,0.00100492,kg,AnimalTraits
Diomedea exulans,Aves,Procellariiformes,Diomedeidae,8.59,0.029267,kg,AnimalTraits
Thalassarche cauta,Aves,Procellariiformes,Diomedeidae,4.025,0.02003624,kg,AnimalTraits
Thalassarche chrysostoma,Aves,Procellariiformes,Diomedeidae,3.41,0.0198394,kg,AnimalTraits
Phoebetria palpebrata,Aves,Procellariiformes,Diomedeidae,2.8,0.01754984,kg,AnimalTraits
Macronectes giganteus,Aves,Procellariiformes,Procellariidae,4.34,0.01858584,kg,AnimalTraits
Fulmarus glacialoides,Aves,Procellariiformes,Procellariidae,0.8,0.00772856,kg,AnimalTraits
Daption capense,Aves,Procellariiformes,Procellariidae,0.44,0.00520072,kg,AnimalTraits
Halobaena caerulea,Aves,Procellariiformes,Procellariidae,0.201,0.00286972,kg,AnimalTraits
Pachyptila salvini,Aves,Procellariiformes,Procellariidae,0.162,0.00213416,kg,AnimalTraits
Pachyptila desolata,Aves,Procellariiformes,Procellariidae,0.152,0.0021756,kg,AnimalTraits
Pachyptila belcheri,Aves,Procellariiformes,Procellariidae,0.149,0.002072,kg,AnimalTraits
Pachyptila turtur,Aves,Procellariiformes,Procellariidae,0.1279,0.002072,kg,AnimalTraits
Procellaria aequinoctialis,Aves,Procellariiformes,Procellariidae,1.369,0.00931364,kg,AnimalTraits
Procellaria cinerea,Aves,Procellariiformes,Procellariidae,1.032,0.00879564,kg,AnimalTraits
Ardenna pacifica,Aves,Procellariiformes,Procellariidae,0.465,0.00411292,kg,AnimalTraits
Ardenna grisea,Aves,Procellariiformes,Procellariidae,0.8,0.00550116,kg,AnimalTraits
Ardenna tenuirostris,Aves,Procellariiformes,Procellariidae,0.585,0.004662,kg,AnimalTraits
Puffinus gavia,Aves,Procellariiformes,Procellariidae,0.266,0.00302512,kg,AnimalTraits
Lugensa brevirostris,Aves,Procellariiformes,Procellariidae,0.357,0.00441336,kg,AnimalTraits
Pterodroma lessonii,Aves,Procellariiformes,Procellariidae,0.692,0.00608132,kg,AnimalTraits
Pterodroma macroptera,Aves,Procellariiformes,Procellariidae,0.58,0.00505568,kg,AnimalTraits
Pterodroma leucoptera,Aves,Procellariiformes,Procellariidae,0.18,0.00256928,kg,AnimalTraits
Pelecanoides urinatrix,Aves,Procellariiformes,Procellariidae,0.15,0.00175084,kg,AnimalTraits
Eudyptula minor,Aves,Sphenisciformes,Spheniscidae,1.1,0.00762496,kg,AnimalTraits
Fregata minor,Aves,Suliformes,Fregatidae,1.44,0.00956228,kg,AnimalTraits
Sula leucogaster,Aves,Suliformes,Sulidae,2.05,0.00936544,kg,AnimalTraits
Anhinga novaehollandiae,Aves,Suliformes,Anhingidae,1.5,0.00472416,kg,AnimalTraits
Microcarbo melanoleucos,Aves,Pelecaniformes,Phalacrocoracidae,0.65,0.00553224,kg,AnimalTraits
Phalacrocorax carbo,Aves,Suliformes,Phalacrocoracidae,2.15,0.0108262,kg,AnimalTraits
Phalacrocorax sulcirostris,Aves,Suliformes,Phalacrocoracidae,1,0.00584304,kg,AnimalTraits
Phalacrocorax varius,Aves,Suliformes,Phalacrocoracidae,2.2,0.00954156,kg,AnimalTraits
Phalacrocorax fuscescens,Aves,Suliformes,Phalacrocoracidae,1.515,0.00921004,kg,AnimalTraits
Pelecanus conspicillatus,Aves,Pelecaniformes,Pelecanidae,5.4,0.02577568,kg,AnimalTraits
Botaurus poiciloptilus,Aves,Pelecaniformes,Ardeidae,1.16,0.0060088,kg,AnimalTraits
Ixobrychus dubius,Aves,Pelecaniformes,Ardeidae,0.0895,0.0017094,kg,AnimalTraits
Ixobrychus flavicollis,Aves,Pelecaniformes,Ardeidae,0.3665,0.0026936,kg,AnimalTraits
Ardea pacifica,Aves,Pelecaniformes,Ardeidae,0.91,0.00534576,kg,AnimalTraits
Ardea modesta,Aves,Pelecaniformes,Ardeidae,1.1615,0.00522144,kg,AnimalTraits
Ardea intermedia intermedia,Aves,Pelecaniformes,Ardeidae,0.403,0.0042994,kg,AnimalTraits
Ardea sumatrana,Aves,Pelecaniformes,Ardeidae,1.95,0.00904428,kg,AnimalTraits
Ardea ibis,Aves,Pelecaniformes,Ardeidae,0.363,0.00394716,kg,AnimalTraits
Butorides striata,Aves,Pelecaniformes,Ardeidae,0.225,0.00256928,kg,AnimalTraits
Egretta novaehollandiae,Aves,Pelecaniformes,Ardeidae,0.58,0.00405076,kg,AnimalTraits
Nycticorax caledonicus,Aves,Pelecaniformes,Ardeidae,0.725,0.0057498,kg,AnimalTraits
Plegadis falcinellus,Aves,Pelecaniformes,Threskiornithidae,0.5325,0.00530432,kg,AnimalTraits
Threskiornis molucca,Aves,Pelecaniformes,Threskiornithidae,1.825,0.0102564,kg,AnimalTraits
Threskiornis spinicollis,Aves,Pelecaniformes,Threskiornithidae,1.36,0.00871276,kg,AnimalTraits
Platalea regia,Aves,Pelecaniformes,Threskiornithidae,1.735,0.0118104,kg,AnimalTraits
Platalea flavipes,Aves,Pelecaniformes,Threskiornithidae,1.871,0.01152032,kg,AnimalTraits
Pandion cristatus,Aves,Accipitriformes,Pandionidae,1.415,0.00971768,kg,AnimalTraits
Elanus axillaris,Aves,Accipitriformes,Accipitridae,0.2605,0.00349132,kg,AnimalTraits
Lophoictinia isura,Aves,Accipitriformes,Accipitridae,0.5675,0.006734,kg,AnimalTraits
Hamirostra melanosternon,Aves,Accipitriformes,Accipitridae,1.3,0.0107226,kg,AnimalTraits
Aviceda subcristata,Aves,Accipitriformes,Accipitridae,0.3535,0.0048692,kg,AnimalTraits
Haliaeetus leucogaster,Aves,Accipitriformes,Accipitridae,3.35,0.01308468,kg,AnimalTraits
Haliastur sphenurus,Aves,Accipitriformes,Accipitridae,0.775,0.00684796,kg,AnimalTraits
Haliastur indus,Aves,Accipitriformes,Accipitridae,0.5835,0.0064232,kg,AnimalTraits
Milvus migrans,Aves,Accipitriformes,Accipitridae,0.587,0.00602952,kg,AnimalTraits
Accipiter fasciatus,Aves,Accipitriformes,Accipitridae,0.403,0.004662,kg,AnimalTraits
Accipiter cirrocephalus,Aves,Accipitriformes,Accipitridae,0.1825,0.00247604,kg,AnimalTraits
Accipiter novaehollandiae,Aves,Accipitriformes,Accipitridae,0.515,0.00491064,kg,AnimalTraits
Circus approximans,Aves,Accipitriformes,Accipitridae,0.74,0.00567728,kg,AnimalTraits
Aquila audax,Aves,Accipitriformes,Accipitridae,3.814,0.01682464,kg,AnimalTraits
Hieraaetus morphnoides,Aves,Accipitriformes,Accipitridae,0.815,0.00809116,kg,AnimalTraits
Falco cenchroides,Aves,Falconiformes,Falconidae,0.185,0.00324268,kg,AnimalTraits
Falco berigora,Aves,Falconiformes,Falconidae,0.5475,0.00646464,kg,AnimalTraits
Falco longipennis,Aves,Falconiformes,Falconidae,0.2485,0.0034706,kg,AnimalTraits
Falco subniger,Aves,Falconiformes,Falconidae,0.765,0.006734,kg,AnimalTraits
Falco peregrinus,Aves,Falconiformes,Falconidae,0.715,0.00641284,kg,AnimalTraits
Grus antigone,Aves,Gruiformes,Gruidae,5.75,0.02078216,kg,AnimalTraits
Grus rubicunda,Aves,Gruiformes,Gruidae,6.2,0.01832684,kg,AnimalTraits
Porphyrio porphyrio,Aves,Gruiformes,Rallidae,0.9945,0.0048692,kg,AnimalTraits
Lewinia pectoralis,Aves,Gruiformes,Rallidae,0.0875,0.00138824,kg,AnimalTraits
Gallirallus philippensis,Aves,Gruiformes,Rallidae,0.1815,0.00204092,kg,AnimalTraits
Porzana pusilla,Aves,Gruiformes,Rallidae,0.037,0.000777,kg,AnimalTraits
Porzana fluminea,Aves,Gruiformes,Rallidae,0.06,0.00106708,kg,AnimalTraits
Amaurornis moluccana,Aves,Gruiformes,Rallidae,0.1685,0.00220668,kg,AnimalTraits
Tribonyx ventralis,Aves,Gruiformes,Rallidae,0.39,0.00286972,kg,AnimalTraits
Gallinula tenebrosa,Aves,Gruiformes,Rallidae,0.528,0.00280756,kg,AnimalTraits
Fulica atra,Aves,Gruiformes,Rallidae,0.568,0.0029526,kg,AnimalTraits
Ardeotis australis,Aves,Otidiformes,Otididae,5.5,0.0120694,kg,AnimalTraits
Burhinus grallarius,Aves,Charadriiformes,Burhinidae,0.695,0.00446516,kg,AnimalTraits
Esacus magnirostris,Aves,Charadriiformes,Burhinidae,1,0.0055426,kg,AnimalTraits
Haematopus longirostris,Aves,Charadriiformes,Haematopodidae,0.596,0.004403,kg,AnimalTraits
Recurvirostra novaehollandiae,Aves,Charadriiformes,Recurvirostridae,0.33,0.00206164,kg,AnimalTraits
Cladorhynchus leucocephalus,Aves,Charadriiformes,Recurvirostridae,0.24,0.00166796,kg,AnimalTraits
Pluvialis fulva,Aves,Charadriiformes,Charadriidae,0.1475,0.00183372,kg,AnimalTraits
Pluvialis squatarola,Aves,Charadriiformes,Charadriidae,0.25,0.00265216,kg,AnimalTraits
Charadrius ruficapillus,Aves,Charadriiformes,Charadriidae,0.0405,0.00084952,kg,AnimalTraits
Charadrius bicinctus,Aves,Charadriiformes,Charadriidae,0.07,0.00114996,kg,AnimalTraits
Charadrius mongolus,Aves,Charadriiformes,Charadriidae,0.0635,0.00117068,kg,AnimalTraits
Charadrius leschenaultii,Aves,Charadriiformes,Charadriidae,0.0875,0.00130536,kg,AnimalTraits
Charadrius australis,Aves,Charadriiformes,Charadriidae,0.084,0.0011914,kg,AnimalTraits
Elseyornis melanops,Aves,Charadriiformes,Charadriidae,0.0325,0.00087024,kg,AnimalTraits
Erythrogonys cinctus,Aves,Charadriiformes,Charadriidae,0.0475,0.0010878,kg,AnimalTraits
Vanellus tricolor,Aves,Charadriiformes,Charadriidae,0.184,0.00247604,kg,AnimalTraits
Vanellus miles,Aves,Charadriiformes,Charadriidae,0.31,0.0029526,kg,AnimalTraits
Pedionomus torquatus,Aves,Charadriiformes,Pedionomidae,0.0675,0.00079772,kg,AnimalTraits
Irediparra gallinacea,Aves,Charadriiformes,Jacanidae,0.108,0.00117068,kg,AnimalTraits
Rostratula australis,Aves,Charadriiformes,Rostratulidae,0.1255,0.00147112,kg,AnimalTraits
Gallinago hardwickii,Aves,Charadriiformes,Scolopacidae,0.19,0.00206164,kg,AnimalTraits
Limosa lapponica,Aves,Charadriiformes,Scolopacidae,0.316,0.00286972,kg,AnimalTraits
Numenius phaeopus,Aves,Charadriiformes,Scolopacidae,0.35,0.00324268,kg,AnimalTraits
Numenius madagascariensis,Aves,Charadriiformes,Scolopacidae,0.9,0.0048692,kg,AnimalTraits
Xenus cinereus,Aves,Charadriiformes,Scolopacidae,0.075,0.00106708,kg,AnimalTraits
Actitis hypoleucos,Aves,Charadriiformes,Scolopacidae,0.048,0.00089096,kg,AnimalTraits
Tringa brevipes,Aves,Charadriiformes,Scolopacidae,0.125,0.00138824,kg,AnimalTraits
Tringa incana,Aves,Charadriiformes,Scolopacidae,0.11,0.00133644,kg,AnimalTraits
Tringa nebularia,Aves,Charadriiformes,Scolopacidae,0.17,0.0020202,kg,AnimalTraits
Tringa stagnatilis,Aves,Charadriiformes,Scolopacidae,0.07,0.0020202,kg,AnimalTraits
Tringa glareola,Aves,Charadriiformes,Scolopacidae,0.055,0.00105672,kg,AnimalTraits
Arenaria interpres,Aves,Charadriiformes,Scolopacidae,0.115,0.00107744,kg,AnimalTraits
Calidris tenuirostris,Aves,Charadriiformes,Scolopacidae,0.155,0.00159544,kg,AnimalTraits
Calidris canutus,Aves,Charadriiformes,Scolopacidae,0.12,0.00136752,kg,AnimalTraits
Calidris alba,Aves,Charadriiformes,Scolopacidae,0.06,0.00104636,kg,AnimalTraits
Calidris ruficollis,Aves,Charadriiformes,Scolopacidae,0.025,0.00068376,kg,AnimalTraits
Calidris subminuta,Aves,Charadriiformes,Scolopacidae,0.025,0.00061124,kg,AnimalTraits
Calidris melanotos,Aves,Charadriiformes,Scolopacidae,0.06,0.00105672,kg,AnimalTraits
Calidris acuminata,Aves,Charadriiformes,Scolopacidae,0.065,0.00102564,kg,AnimalTraits
Calidris ferruginea,Aves,Charadriiformes,Scolopacidae,0.057,0.00102564,kg,AnimalTraits
Limicola falcinellus,Aves,Charadriiformes,Scolopacidae,0.04,0.00074592,kg,AnimalTraits
Phalaropus lobatus,Aves,Charadriiformes,Scolopacidae,0.034,0.0004662,kg,AnimalTraits
Turnix melanogaster,Aves,Charadriiformes,Turnicidae,0.0825,0.00109816,kg,AnimalTraits
Turnix varius,Aves,Charadriiformes,Turnicidae,0.08,0.00107744,kg,AnimalTraits
Turnix pyrrhothorax,Aves,Charadriiformes,Turnicidae,0.0515,0.00059052,kg,AnimalTraits
Turnix velox,Aves,Charadriiformes,Turnicidae,0.046,0.00069412,kg,AnimalTraits
Stiltia isabella,Aves,Charadriiformes,Glareolidae,0.0545,0.0010878,kg,AnimalTraits
Stercorarius pomarinus,Aves,Charadriiformes,Stercorariidae,0.7,0.00496244,kg,AnimalTraits
Stercorarius parasiticus,Aves,Charadriiformes,Stercorariidae,0.465,0.00403004,kg,AnimalTraits
Stercorarius longicaudus,Aves,Charadriiformes,Stercorariidae,0.295,0.00306656,kg,AnimalTraits
Anous stolidus,Aves,Charadriiformes,Laridae,0.185,0.00231028,kg,AnimalTraits
Anous minutus,Aves,Charadriiformes,Laridae,0.11,0.00156436,kg,AnimalTraits
Onychoprion fuscata,Aves,Charadriiformes,Laridae,0.176,0.00240352,kg,AnimalTraits
Sternula albifrons,Aves,Charadriiformes,Laridae,0.0475,0.00106708,kg,AnimalTraits
Hydroprogne caspia,Aves,Charadriiformes,Laridae,0.5655,0.00485884,kg,AnimalTraits
Chlidonias hybrida,Aves,Charadriiformes,Laridae,0.085,0.00153328,kg,AnimalTraits
Sterna dougallii,Aves,Charadriiformes,Laridae,0.095,0.00158508,kg,AnimalTraits
Sterna sumatrana,Aves,Charadriiformes,Laridae,0.09,0.00135716,kg,AnimalTraits
Sterna hirundo,Aves,Charadriiformes,Laridae,0.12,0.00194768,kg,AnimalTraits
Sterna vittata,Aves,Charadriiformes,Laridae,0.15,0.00208236,kg,AnimalTraits
Thalasseus bergii,Aves,Charadriiformes,Laridae,0.31,0.00348096,kg,AnimalTraits
Larus pacificus,Aves,Charadriiformes,Laridae,1.187,0.0070448,kg,AnimalTraits
Larus dominicanus,Aves,Charadriiformes,Laridae,0.94,0.00684796,kg,AnimalTraits
Chroicocephalus novaehollandiae,Aves,Charadriiformes,Laridae,0.3125,0.00323232,kg,AnimalTraits
Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,0.806,0.021238,kg,AnimalTraits
Calyptorhynchus banksii,Aves,Psittaciformes,Cacatuidae,0.67,0.0123802,kg,AnimalTraits
Calyptorhynchus lathami,Aves,Psittaciformes,Cacatuidae,0.463,0.01013208,kg,AnimalTraits
Calyptorhynchus funereus,Aves,Psittaciformes,Cacatuidae,0.66,0.01562288,kg,AnimalTraits
Calyptorhynchus latirostris,Aves,Psittaciformes,Cacatuidae,0.65,0.014763,kg,AnimalTraits
Calyptorhynchus baudinii,Aves,Psittaciformes,Cacatuidae,0.66,0.01515668,kg,AnimalTraits
Callocephalon fimbriatum,Aves,Psittaciformes,Cacatuidae,0.25,0.00774928,kg,AnimalTraits
Lophochroa leadbeateri,Aves,Psittaciformes,Cacatuidae,0.387,0.00877492,kg,AnimalTraits
Eolophus roseicapillus,Aves,Psittaciformes,Cacatuidae,0.312,0.00666148,kg,AnimalTraits
Cacatua tenuirostris,Aves,Psittaciformes,Cacatuidae,0.565,0.01102304,kg,AnimalTraits
Cacatua pastinator,Aves,Psittaciformes,Cacatuidae,0.765,0.01138564,kg,AnimalTraits
Cacatua sanguinea,Aves,Psittaciformes,Cacatuidae,0.472,0.00923076,kg,AnimalTraits
Cacatua galerita,Aves,Psittaciformes,Cacatuidae,0.728,0.01475264,kg,AnimalTraits
Nymphicus hollandicus,Aves,Psittaciformes,Cacatuidae,0.08815,0.00247604,kg,AnimalTraits
Trichoglossus haematodus,Aves,Psittaciformes,Psittaculidae,0.125,0.00379176,kg,AnimalTraits
Trichoglossus chlorolepidotus,Aves,Psittaciformes,Psittaculidae,0.0869,0.0031598,kg,AnimalTraits
Psitteuteles versicolor,Aves,Psittaciformes,Psittacidae,0.0536,0.002072,kg,AnimalTraits
Glossopsitta concinna,Aves,Psittaciformes,Psittaculidae,0.07,0.00297332,kg,AnimalTraits
Glossopsitta pusilla,Aves,Psittaciformes,Psittaculidae,0.0415,0.00164724,kg,AnimalTraits
Glossopsitta porphyrocephala,Aves,Psittaciformes,Psittaculidae,0.045,0.00195804,kg,AnimalTraits
Cyclopsitta diophthalma,Aves,Psittaciformes,Psittaculidae,0.0366,0.0017612,kg,AnimalTraits
Eclectus roratus,Aves,Psittaciformes,Psittacidae,0.507,0.00762496,kg,AnimalTraits
Geoffroyus geoffroyi,Aves,Psittaciformes,Psittacidae,0.152,0.00441336,kg,AnimalTraits
Alisterus scapularis,Aves,Psittaciformes,Psittaculidae,0.207,0.00464128,kg,AnimalTraits
Aprosmictus erythropterus,Aves,Psittaciformes,Psittaculidae,0.155,0.0039886,kg,AnimalTraits
Polytelis swainsonii,Aves,Psittaciformes,Psittaculidae,0.145,0.0034706,kg,AnimalTraits
Polytelis anthopeplus,Aves,Psittaciformes,Psittaculidae,0.175,0.0039886,kg,AnimalTraits
Polytelis alexandrae,Aves,Psittaciformes,Psittaculidae,0.105,0.00267288,kg,AnimalTraits
Platycercus caledonicus,Aves,Psittaciformes,Psittaculidae,0.128,0.00376068,kg,AnimalTraits
Platycercus elegans,Aves,Psittaciformes,Psittaculidae,0.124,0.00391608,kg,AnimalTraits
Platycercus eximius,Aves,Psittaciformes,Psittaculidae,0.105,0.00311836,kg,AnimalTraits
Platycercus adscitus,Aves,Psittaciformes,Psittaculidae,0.1035,0.00317016,kg,AnimalTraits
Platycercus venustus,Aves,Psittaciformes,Psittaculidae,0.0925,0.00265216,kg,AnimalTraits
Platycercus icterotis,Aves,Psittaciformes,Psittaculidae,0.065,0.00246568,kg,AnimalTraits
Barnardius zonarius,Aves,Psittaciformes,Psittaculidae,0.1416,0.00405076,kg,AnimalTraits
Purpureicephalus spurius,Aves,Psittaciformes,Psittaculidae,0.115,0.00361564,kg,AnimalTraits
Northiella haematogaster,Aves,Psittaciformes,Psittaculidae,0.078,0.0024864,kg,AnimalTraits
Lathamus discolor,Aves,Psittaciformes,Psittaculidae,0.065,0.00245532,kg,AnimalTraits
Psephotus haematonotus,Aves,Psittaciformes,Psittaculidae,0.0625,0.00204092,kg,AnimalTraits
Psephotus varius,Aves,Psittaciformes,Psittaculidae,0.055,0.00185444,kg,AnimalTraits
Psephotus chrysopterygius,Aves,Psittaciformes,Psittaculidae,0.04115,0.0014504,kg,AnimalTraits
Psephotus dissimilis,Aves,Psittaciformes,Psittaculidae,0.0475,0.00180264,kg,AnimalTraits
Melopsittacus undulatus,Aves,Psittaciformes,Psittaculidae,0.026,0.001554,kg,AnimalTraits
Neopsephotus bourkii,Aves,Psittaciformes,Psittaculidae,0.045,0.001295,kg,AnimalTraits
Neophema chrysostoma,Aves,Psittaciformes,Psittaculidae,0.055,0.00159544,kg,AnimalTraits
Neophema elegans,Aves,Psittaciformes,Psittaculidae,0.0425,0.00132608,kg,AnimalTraits
Neophema petrophila,Aves,Psittaciformes,Psittaculidae,0.055,0.0017612,kg,AnimalTraits
Neophema pulchella,Aves,Psittaciformes,Psittaculidae,0.04,0.00133644,kg,AnimalTraits
Neophema splendida,Aves,Psittaciformes,Psittaculidae,0.0385,0.00132608,kg,AnimalTraits
Pezoporus wallicus,Aves,Psittaciformes,Psittaculidae,0.0775,0.00275576,kg,AnimalTraits
Centropus phasianinus,Aves,Cuculiformes,Cuculidae,0.377,0.00426832,kg,AnimalTraits
Eudynamys orientalis,Aves,Cuculiformes,Cuculidae,0.243,0.00254856,kg,AnimalTraits
Scythrops novaehollandiae,Aves,Cuculiformes,Cuculidae,0.7475,0.0055426,kg,AnimalTraits
