species,order,family,mass_g,mass_kg,gestation_days,source
Reithrodontomys megalotis,Rodentia,Cricetidae,10.72,0.01072,23.5,PanTHERIA_WR05
Reithrodontomys montanus,Rodentia,Cricetidae,10.9,0.0109,21,PanTHERIA_WR05
Reithrodontomys raviventris,Rodentia,Cricetidae,10.95,0.01095,22.5,PanTHERIA_WR05
Rhabdomys pumilio,Rodentia,Muridae,40.73,0.04073,25.44,PanTHERIA_WR05
Rhinoceros sondaicus,Perissodactyla,Rhinocerotidae,1750000,1750,486.66,PanTHERIA_WR05
Rhinoceros unicornis,Perissodactyla,Rhinocerotidae,1843655.8,1843.6558,478.99,PanTHERIA_WR05
Rhinolophus blasii,Chiroptera,Rhinolophidae,10.29,0.01029,91.24,PanTHERIA_WR05
Rhinolophus capensis,Chiroptera,Rhinolophidae,12.87,0.01287,107.97,PanTHERIA_WR05
Rhinolophus euryale,Chiroptera,Rhinolophidae,9.25,0.00925,92.54,PanTHERIA_WR05
Rhinolophus ferrumequinum,Chiroptera,Rhinolophidae,22.59,0.02259,91.24,PanTHERIA_WR05
Rhinolophus fumigatus,Chiroptera,Rhinolophidae,13.09,0.01309,92.54,PanTHERIA_WR05
Rhinolophus hildebrandtii,Chiroptera,Rhinolophidae,25.99,0.02599,92.54,PanTHERIA_WR05
Rhinolophus hipposideros,Chiroptera,Rhinolophidae,4.57,0.00457,75.51,PanTHERIA_WR05
Rhinolophus landeri,Chiroptera,Rhinolophidae,9.39,0.00939,119.61,PanTHERIA_WR05
Rhinolophus megaphyllus,Chiroptera,Rhinolophidae,10.17,0.01017,125.14,PanTHERIA_WR05
Rhinolophus rouxii,Chiroptera,Rhinolophidae,12.25,0.01225,123.54,PanTHERIA_WR05
Rhinolophus simulator,Chiroptera,Rhinolophidae,8.13,0.00813,91.24,PanTHERIA_WR05
Rhinolophus swinnyi,Chiroptera,Rhinolophidae,7.07,0.00707,91.24,PanTHERIA_WR05
Rhinonicteris aurantia,Chiroptera,Hipposideridae,8.99,0.00899,148.4,PanTHERIA_WR05
Rhinopithecus avunculus,Primates,Cercopithecidae,9086.19,9.08619,200,PanTHERIA_WR05
Rhinopithecus bieti,Primates,Cercopithecidae,11000.54,11.00054,170,PanTHERIA_WR05
Rhinopithecus brelichi,Primates,Cercopithecidae,12267.15,12.26715,200,PanTHERIA_WR05
Rhinopithecus roxellana,Primates,Cercopithecidae,13456.8,13.4568,199.34,PanTHERIA_WR05
Rhinopoma hardwickii,Chiroptera,Rhinopomatidae,13.1,0.0131,98.28,PanTHERIA_WR05
Rhinopoma microphyllum,Chiroptera,Rhinopomatidae,28.02,0.02802,114.87,PanTHERIA_WR05
Saguinus labiatus,Primates,Cebidae,508.46,0.50846,144.16,PanTHERIA_WR05
Saguinus leucopus,Primates,Cebidae,456.68,0.45668,142.5,PanTHERIA_WR05
Saguinus midas,Primates,Cebidae,540.56,0.54056,138.24,PanTHERIA_WR05
Saguinus mystax,Primates,Cebidae,555.87,0.55587,148.28,PanTHERIA_WR05
Saguinus oedipus,Primates,Cebidae,462.04,0.46204,166.49,PanTHERIA_WR05
Saiga tatarica,Artiodactyla,Bovidae,37734.01,37.73401,148.49,PanTHERIA_WR05
Saimiri boliviensis,Primates,Cebidae,799.45,0.79945,157.79,PanTHERIA_WR05
Spalax leucodon,Rodentia,Spalacidae,188.67,0.18867,29.18,PanTHERIA_WR05
Speothos venaticus,Carnivora,Canidae,6324.54,6.32454,67.78,PanTHERIA_WR05
Spermophilus armatus,Rodentia,Sciuridae,306.48,0.30648,24.5,PanTHERIA_WR05
Spermophilus beecheyi,Rodentia,Sciuridae,597.82,0.59782,28.37,PanTHERIA_WR05
Spermophilus beldingi,Rodentia,Sciuridae,272.53,0.27253,26.19,PanTHERIA_WR05
Sorex unguiculatus,Soricomorpha,Soricidae,14.11,0.01411,28,PanTHERIA_WR05
Sorex vagrans,Soricomorpha,Soricidae,5.99,0.00599,20.13,PanTHERIA_WR05
Spermophilus brunneus,Rodentia,Sciuridae,300,0.3,24.5,PanTHERIA_WR05
Spermophilus citellus,Rodentia,Sciuridae,395.97,0.39597,27.74,PanTHERIA_WR05
Spermophilus columbianus,Rodentia,Sciuridae,470.94,0.47094,24.09,PanTHERIA_WR05
Spermophilus elegans,Rodentia,Sciuridae,324.45,0.32445,22.97,PanTHERIA_WR05
Saimiri oerstedii,Primates,Cebidae,714.18,0.71418,161,PanTHERIA_WR05
Saimiri sciureus,Primates,Cebidae,749.47,0.74947,164.09,PanTHERIA_WR05
Sarcophilus harrisii,Dasyuromorphia,Dasyuridae,8202.25,8.20225,21,PanTHERIA_WR05
Scalopus aquaticus,Soricomorpha,Talpidae,87.15,0.08715,41.99,PanTHERIA_WR05
Scapanus latimanus,Soricomorpha,Talpidae,62.46,0.06246,40,PanTHERIA_WR05
Scapanus orarius,Soricomorpha,Talpidae,62.13,0.06213,40,PanTHERIA_WR05
Sciurus aberti,Rodentia,Sciuridae,622.95,0.62295,40.98,PanTHERIA_WR05
Sciurus carolinensis,Rodentia,Sciuridae,545.4,0.5454,44.79,PanTHERIA_WR05
Sciurus griseus,Rodentia,Sciuridae,703.85,0.70385,43.49,PanTHERIA_WR05
Sciurus vulgaris,Rodentia,Sciuridae,333,0.333,38,PanTHERIA_WR05
Scotinomys teguina,Rodentia,Cricetidae,11.59,0.01159,31.2,PanTHERIA_WR05
Scotinomys xerampelinus,Rodentia,Cricetidae,15.07,0.01507,33.53,PanTHERIA_WR05
Scotophilus borbonicus,Chiroptera,Vespertilionidae,19.02,0.01902,185.3,PanTHERIA_WR05
Scotophilus heathii,Chiroptera,Vespertilionidae,36.13,0.03613,112.7,PanTHERIA_WR05
Scotophilus kuhlii,Chiroptera,Vespertilionidae,20.31,0.02031,110,PanTHERIA_WR05
Scotophilus leucogaster,Chiroptera,Vespertilionidae,20.24,0.02024,228.12,PanTHERIA_WR05
Scotorepens balstoni,Chiroptera,Vespertilionidae,11.92,0.01192,212.91,PanTHERIA_WR05
Semnopithecus entellus,Primates,Cercopithecidae,12679.29,12.67929,197.7,PanTHERIA_WR05
Setifer setosus,Afrosoricida,Tenrecidae,263.22,0.26322,57.63,PanTHERIA_WR05
Setonix brachyurus,Diprotodontia,Macropodidae,3027.67,3.02767,27.89,PanTHERIA_WR05
Sicista betulina,Rodentia,Dipodidae,8.92,0.00892,31.5,PanTHERIA_WR05
Sicista napaea,Rodentia,Dipodidae,10,0.01,20,PanTHERIA_WR05
Sigmodon alleni,Rodentia,Cricetidae,174.09,0.17409,36.5,PanTHERIA_WR05
Sigmodon fulviventer,Rodentia,Cricetidae,195.94,0.19594,36.5,PanTHERIA_WR05
Sigmodon hispidus,Rodentia,Cricetidae,110.65,0.11065,27,PanTHERIA_WR05
Sigmodon leucotis,Rodentia,Cricetidae,131.78,0.13178,34.99,PanTHERIA_WR05
Sigmodon ochrognathus,Rodentia,Cricetidae,122,0.122,34.59,PanTHERIA_WR05
Sminthopsis crassicaudata,Dasyuromorphia,Dasyuridae,15.98,0.01598,16,PanTHERIA_WR05
Sminthopsis leucopus,Dasyuromorphia,Dasyuridae,23.36,0.02336,17.32,PanTHERIA_WR05
Sminthopsis longicaudata,Dasyuromorphia,Dasyuridae,18,0.018,14.21,PanTHERIA_WR05
Sminthopsis macroura,Dasyuromorphia,Dasyuridae,23.56,0.02356,11.72,PanTHERIA_WR05
Sminthopsis murina,Dasyuromorphia,Dasyuridae,17,0.017,12.5,PanTHERIA_WR05
Sminthopsis ooldea,Dasyuromorphia,Dasyuridae,12.19,0.01219,20.87,PanTHERIA_WR05
Sminthopsis virginiae,Dasyuromorphia,Dasyuridae,35.24,0.03524,16.31,PanTHERIA_WR05
Solenodon paradoxus,Soricomorpha,Solenodontidae,899.99,0.89999,64.8,PanTHERIA_WR05
Sorex araneus,Soricomorpha,Soricidae,9.18,0.00918,21.5,PanTHERIA_WR05
Sorex arcticus,Soricomorpha,Soricidae,8.19,0.00819,17,PanTHERIA_WR05
Sorex cinereus,Soricomorpha,Soricidae,4.2,0.0042,18.11,PanTHERIA_WR05
Sorex coronatus,Soricomorpha,Soricidae,9.32,0.00932,23.99,PanTHERIA_WR05
Sorex fumeus,Soricomorpha,Soricidae,7.83,0.00783,21,PanTHERIA_WR05
Sorex isodon,Soricomorpha,Soricidae,12.23,0.01223,18,PanTHERIA_WR05
Sorex palustris,Soricomorpha,Soricidae,13.07,0.01307,21,PanTHERIA_WR05
Sotalia fluviatilis,Cetacea,Delphinidae,42833.44,42.83344,310.25,PanTHERIA_WR05
Spalacopus cyanus,Rodentia,Octodontidae,100.86,0.10086,80.3,PanTHERIA_WR05
Aepyceros melampus,Artiodactyla,Bovidae,52591.69,52.59169,196.74,PanTHERIA_WR05
Aepyprymnus rufescens,Diprotodontia,Potoroidae,2810.31,2.81031,22.8,PanTHERIA_WR05
Spermophilus franklinii,Rodentia,Sciuridae,457.64,0.45764,28,PanTHERIA_WR05
Spermophilus fulvus,Rodentia,Sciuridae,778.38,0.77838,30.41,PanTHERIA_WR05
Spermophilus lateralis,Rodentia,Sciuridae,175.1,0.1751,28.42,PanTHERIA_WR05
Spermophilus mohavensis,Rodentia,Sciuridae,213.18,0.21318,24.31,PanTHERIA_WR05
Spermophilus parryii,Rodentia,Sciuridae,747.09,0.74709,25.16,PanTHERIA_WR05
Spermophilus pygmaeus,Rodentia,Sciuridae,173.46,0.17346,26.48,PanTHERIA_WR05
Spermophilus richardsonii,Rodentia,Sciuridae,325.1,0.3251,22.8,PanTHERIA_WR05
Spermophilus suslicus,Rodentia,Sciuridae,252,0.252,22.44,PanTHERIA_WR05
Spermophilus tereticaudus,Rodentia,Sciuridae,147.57,0.14757,27.57,PanTHERIA_WR05
Spermophilus townsendii,Rodentia,Sciuridae,207.29,0.20729,22.05,PanTHERIA_WR05
Spermophilus tridecemlineatus,Rodentia,Sciuridae,174.91,0.17491,27.5,PanTHERIA_WR05
Spermophilus undulatus,Rodentia,Sciuridae,742.91,0.74291,25.33,PanTHERIA_WR05
Spermophilus variegatus,Rodentia,Sciuridae,714.58,0.71458,30,PanTHERIA_WR05
Addax nasomaculatus,Artiodactyla,Bovidae,96077.36,96.07736,262.74,PanTHERIA_WR05
Aethomys chrysophilus,Rodentia,Muridae,80.85,0.08085,26.17,PanTHERIA_WR05
Aethomys hindei,Rodentia,Muridae,140.65,0.14065,24.66,PanTHERIA_WR05
Aethomys kaiseri,Rodentia,Muridae,89.99,0.08999,27,PanTHERIA_WR05
Ailuropoda melanoleuca,Carnivora,Ursidae,117999.99,117.99999,134.99,PanTHERIA_WR05
Ailurus fulgens,Carnivora,Ailuridae,5170.08,5.17008,131.5,PanTHERIA_WR05
Spilocuscus maculatus,Diprotodontia,Phalangeridae,4060.46,4.06046,12.99,PanTHERIA_WR05
Spilogale putorius,Carnivora,Mephitidae,566.49,0.56649,32.99,PanTHERIA_WR05
Spilogale pygmaea,Carnivora,Mephitidae,365,0.365,47.22,PanTHERIA_WR05
Stenella attenuata,Cetacea,Delphinidae,65733.59,65.73359,345.19,PanTHERIA_WR05
Stenella coeruleoalba,Cetacea,Delphinidae,142102.96,142.10296,386.05,PanTHERIA_WR05
Stenella longirostris,Cetacea,Delphinidae,50500,50.5,322.41,PanTHERIA_WR05
Sturnira lilium,Chiroptera,Phyllostomidae,20.19,0.02019,107.97,PanTHERIA_WR05
Suncus etruscus,Soricomorpha,Soricidae,2.26,0.00226,27.5,PanTHERIA_WR05
Suncus murinus,Soricomorpha,Soricidae,43.76,0.04376,30.19,PanTHERIA_WR05
Tadarida fulminans,Chiroptera,Molossidae,33.89,0.03389,104.29,PanTHERIA_WR05
Tragelaphus scriptus,Artiodactyla,Bovidae,43250.39,43.25039,182.5,PanTHERIA_WR05
Tragelaphus spekii,Artiodactyla,Bovidae,75554.25,75.55425,241.15,PanTHERIA_WR05
Tragelaphus strepsiceros,Artiodactyla,Bovidae,206056.41,206.05641,220.94,PanTHERIA_WR05
Tragulus javanicus,Artiodactyla,Tragulidae,1889.93,1.88993,158.55,PanTHERIA_WR05
Tragulus napu,Artiodactyla,Tragulidae,5273.67,5.27367,154.24,PanTHERIA_WR05
Tremarctos ornatus,Carnivora,Ursidae,123176.97,123.17697,215,PanTHERIA_WR05
Trichechus inunguis,Sirenia,Trichechidae,418001.19,418.00119,372.74,PanTHERIA_WR05
Trichechus manatus,Sirenia,Trichechidae,467324.83,467.32483,334.58,PanTHERIA_WR05
Trichechus senegalensis,Sirenia,Trichechidae,454000,454,380.2,PanTHERIA_WR05
Trichosurus caninus,Diprotodontia,Phalangeridae,3115.06,3.11506,16.2,PanTHERIA_WR05
Trichosurus vulpecula,Diprotodontia,Phalangeridae,2685.39,2.68539,17.5,PanTHERIA_WR05
Tapirus pinchaque,Perissodactyla,Tapiridae,156923.4,156.9234,393.99,PanTHERIA_WR05
Tapirus terrestris,Perissodactyla,Tapiridae,169496.64,169.49664,395.41,PanTHERIA_WR05
Tarsipes rostratus,Diprotodontia,Tarsipedidae,9.66,0.00966,61.27,PanTHERIA_WR05
Tarsius bancanus,Primates,Tarsiidae,114.39,0.11439,125.84,PanTHERIA_WR05
Acomys cahirinus,Rodentia,Muridae,41.16,0.04116,38.54,PanTHERIA_WR05
Suricata suricatta,Carnivora,Herpestidae,729.99,0.72999,77,PanTHERIA_WR05
Sus barbatus,Artiodactyla,Suidae,135805.95,135.80595,114.63,PanTHERIA_WR05
Sus cebifrons,Artiodactyla,Suidae,190792.3,190.7923,125.14,PanTHERIA_WR05
Sus celebensis,Artiodactyla,Suidae,53813.21,53.81321,126,PanTHERIA_WR05
Sus philippensis,Artiodactyla,Suidae,190792.3,190.7923,125.14,PanTHERIA_WR05
Sus salvanius,Artiodactyla,Suidae,7974.13,7.97413,110.5,PanTHERIA_WR05
Sus scrofa,Artiodactyla,Suidae,84471.54,84.47154,115.2,PanTHERIA_WR05
Sus verrucosus,Artiodactyla,Suidae,89406.23,89.40623,121.66,PanTHERIA_WR05
Sylvicapra grimmia,Artiodactyla,Bovidae,15639.15,15.63915,174.89,PanTHERIA_WR05
Sylvilagus aquaticus,Lagomorpha,Leporidae,2133.34,2.13334,37.24,PanTHERIA_WR05
Sylvilagus audubonii,Lagomorpha,Leporidae,880.88,0.88088,28,PanTHERIA_WR05
Sylvilagus bachmani,Lagomorpha,Leporidae,714.53,0.71453,27,PanTHERIA_WR05
Sylvilagus brasiliensis,Lagomorpha,Leporidae,986.74,0.98674,42.5,PanTHERIA_WR05
Sylvilagus cunicularius,Lagomorpha,Leporidae,2489.54,2.48954,30,PanTHERIA_WR05
Sylvilagus floridanus,Lagomorpha,Leporidae,1207.19,1.20719,27,PanTHERIA_WR05
Sylvilagus nuttallii,Lagomorpha,Leporidae,801.54,0.80154,28.24,PanTHERIA_WR05
Sylvilagus palustris,Lagomorpha,Leporidae,1355.23,1.35523,33.46,PanTHERIA_WR05
Sylvilagus transitionalis,Lagomorpha,Leporidae,813.51,0.81351,28,PanTHERIA_WR05
Symphalangus syndactylus,Primates,Hylobatidae,10839,10.839,230.66,PanTHERIA_WR05
Synaptomys cooperi,Rodentia,Cricetidae,28.01,0.02801,23.3,PanTHERIA_WR05
Syncerus caffer,Artiodactyla,Bovidae,592665.98,592.66598,337.49,PanTHERIA_WR05
Tachyglossus aculeatus,Monotremata,Tachyglossidae,4499.97,4.49997,17.72,PanTHERIA_WR05
Tachyoryctes splendens,Rodentia,Spalacidae,227.13,0.22713,39.01,PanTHERIA_WR05
Tadarida aegyptiaca,Chiroptera,Molossidae,17.63,0.01763,85.52,PanTHERIA_WR05
Tadarida brasiliensis,Chiroptera,Molossidae,12.61,0.01261,89.99,PanTHERIA_WR05
Talpa europaea,Soricomorpha,Talpidae,87.53,0.08753,30.41,PanTHERIA_WR05
Tamandua mexicana,Pilosa,Myrmecophagidae,4178.51,4.17851,163.24,PanTHERIA_WR05
Tamandua tetradactyla,Pilosa,Myrmecophagidae,4800,4.8,160,PanTHERIA_WR05
Tamias amoenus,Rodentia,Sciuridae,50.63,0.05063,30.46,PanTHERIA_WR05
Tamias cinereicollis,Rodentia,Sciuridae,61.59,0.06159,30.19,PanTHERIA_WR05
Tamias dorsalis,Rodentia,Sciuridae,63.66,0.06366,29.49,PanTHERIA_WR05
Tamias merriami,Rodentia,Sciuridae,74.77,0.07477,33.37,PanTHERIA_WR05
Tamias minimus,Rodentia,Sciuridae,42.87,0.04287,29.19,PanTHERIA_WR05
Tamias palmeri,Rodentia,Sciuridae,60.74,0.06074,33.21,PanTHERIA_WR05
Tamias panamintinus,Rodentia,Sciuridae,51.73,0.05173,36.23,PanTHERIA_WR05
Tamias quadrimaculatus,Rodentia,Sciuridae,83.62,0.08362,31.65,PanTHERIA_WR05
Tamias quadrivittatus,Rodentia,Sciuridae,57.49,0.05749,31.7,PanTHERIA_WR05
Tamias rufus,Rodentia,Sciuridae,53.6,0.0536,32.85,PanTHERIA_WR05
Tamias sibiricus,Rodentia,Sciuridae,94.16,0.09416,34.98,PanTHERIA_WR05
Tamias townsendii,Rodentia,Sciuridae,79.12,0.07912,28,PanTHERIA_WR05
Tamiasciurus douglasii,Rodentia,Sciuridae,225,0.225,38.98,PanTHERIA_WR05
Tamiasciurus hudsonicus,Rodentia,Sciuridae,200.24,0.20024,34.25,PanTHERIA_WR05
Taphozous georgianus,Chiroptera,Emballonuridae,30.52,0.03052,106.86,PanTHERIA_WR05
Taphozous longimanus,Chiroptera,Emballonuridae,25.11,0.02511,107.22,PanTHERIA_WR05
Taphozous mauritianus,Chiroptera,Emballonuridae,27.97,0.02797,42.89,PanTHERIA_WR05
Taphozous melanopogon,Chiroptera,Emballonuridae,25.99,0.02599,122.5,PanTHERIA_WR05
Taphozous nudiventris,Chiroptera,Emballonuridae,32.49,0.03249,100.11,PanTHERIA_WR05
Taphozous perforatus,Chiroptera,Emballonuridae,24.43,0.02443,91.24,PanTHERIA_WR05
Tapirus bairdii,Perissodactyla,Tapiridae,293781.59,293.78159,396.24,PanTHERIA_WR05
Tapirus indicus,Perissodactyla,Tapiridae,311209.19,311.20919,396.5,PanTHERIA_WR05
Tarsius syrichta,Primates,Tarsiidae,115.91,0.11591,177.99,PanTHERIA_WR05
Abrocoma cinerea,Rodentia,Abrocomidae,193.64,0.19364,109.49,PanTHERIA_WR05
Acinonyx jubatus,Carnivora,Felidae,50577.92,50.57792,92.24,PanTHERIA_WR05
Akodon azarae,Rodentia,Cricetidae,25.27,0.02527,23,PanTHERIA_WR05
Akodon molinae,Rodentia,Cricetidae,32.99,0.03299,23,PanTHERIA_WR05
Alcelaphus buselaphus,Artiodactyla,Bovidae,160937.86,160.93786,242.66,PanTHERIA_WR05
Alcelaphus lichtensteinii,Artiodactyla,Bovidae,168695.66,168.69566,237,PanTHERIA_WR05
Alces alces,Artiodactyla,Cervidae,461900.76,461.90076,235,PanTHERIA_WR05
Alces americanus,Artiodactyla,Cervidae,541460.44,541.46044,245,PanTHERIA_WR05
Alouatta caraya,Primates,Atelidae,5576.96,5.57696,185.92,PanTHERIA_WR05
Alouatta palliata,Primates,Atelidae,6576.99,6.57699,185.42,PanTHERIA_WR05
Alouatta pigra,Primates,Atelidae,7172.06,7.17206,185.92,PanTHERIA_WR05
Alouatta seniculus,Primates,Atelidae,6398.31,6.39831,189.9,PanTHERIA_WR05
Alticola strelzowi,Rodentia,Cricetidae,49.99,0.04999,20.85,PanTHERIA_WR05
Ammodorcas clarkei,Artiodactyla,Bovidae,28049.81,28.04981,200,PanTHERIA_WR05
Ammospermophilus harrisii,Rodentia,Sciuridae,126.57,0.12657,29.19,PanTHERIA_WR05
Ammospermophilus leucurus,Rodentia,Sciuridae,103.92,0.10392,29.38,PanTHERIA_WR05
Ammospermophilus nelsoni,Rodentia,Sciuridae,160.42,0.16042,26,PanTHERIA_WR05
Ammotragus lervia,Artiodactyla,Bovidae,94202.22,94.20222,156.24,PanTHERIA_WR05
Anoura caudifer,Chiroptera,Phyllostomidae,10.81,0.01081,107.97,PanTHERIA_WR05
Anoura geoffroyi,Chiroptera,Phyllostomidae,15.15,0.01515,125.14,PanTHERIA_WR05
Antechinomys laniger,Dasyuromorphia,Dasyuridae,25.57,0.02557,11.74,PanTHERIA_WR05
Antechinus agilis,Dasyuromorphia,Dasyuridae,22.13,0.02213,27,PanTHERIA_WR05
Antechinus bellus,Dasyuromorphia,Dasyuridae,38.73,0.03873,30,PanTHERIA_WR05
Antechinus flavipes,Dasyuromorphia,Dasyuridae,44.33,0.04433,28,PanTHERIA_WR05
Antechinus leo,Dasyuromorphia,Dasyuridae,70.09,0.07009,30.99,PanTHERIA_WR05
Antechinus minimus,Dasyuromorphia,Dasyuridae,52.56,0.05256,29.27,PanTHERIA_WR05
Antechinus stuartii,Dasyuromorphia,Dasyuridae,29.01,0.02901,28.15,PanTHERIA_WR05
Antechinus swainsonii,Dasyuromorphia,Dasyuridae,58.69,0.05869,29.69,PanTHERIA_WR05
Antidorcas marsupialis,Artiodactyla,Bovidae,33571.24,33.57124,169.49,PanTHERIA_WR05
Antilocapra americana,Artiodactyla,Antilocapridae,47450.01,47.45001,247.99,PanTHERIA_WR05
Antilope cervicapra,Artiodactyla,Bovidae,36301.1,36.3011,166.59,PanTHERIA_WR05
Antrozous pallidus,Chiroptera,Vespertilionidae,22.24,0.02224,59.01,PanTHERIA_WR05
Aonyx capensis,Carnivora,Mustelidae,19322.22,19.32222,62.99,PanTHERIA_WR05
Aonyx cinerea,Carnivora,Mustelidae,3527.59,3.52759,63.31,PanTHERIA_WR05
Aotus lemurinus,Primates,Aotidae,865.96,0.86596,132.23,PanTHERIA_WR05
Aotus trivirgatus,Primates,Aotidae,912.4,0.9124,133.47,PanTHERIA_WR05
Aplodontia rufa,Rodentia,Aplodontiidae,806.21,0.80621,30,PanTHERIA_WR05
Apodemus agrarius,Rodentia,Muridae,21.11,0.02111,19.89,PanTHERIA_WR05
Apodemus flavicollis,Rodentia,Muridae,31.6,0.0316,24.5,PanTHERIA_WR05
Apodemus mystacinus,Rodentia,Muridae,43.84,0.04384,23,PanTHERIA_WR05
Apodemus sylvaticus,Rodentia,Muridae,21.9,0.0219,23.68,PanTHERIA_WR05
Arborimus longicaudus,Rodentia,Cricetidae,22.39,0.02239,28.11,PanTHERIA_WR05
Arborimus pomo,Rodentia,Cricetidae,32.49,0.03249,32.33,PanTHERIA_WR05
Arctictis binturong,Carnivora,Viverridae,12999.99,12.99999,92.24,PanTHERIA_WR05
Arctocebus calabarensis,Primates,Lorisidae,258.01,0.25801,133.74,PanTHERIA_WR05
Arctocephalus australis,Carnivora,Otariidae,67979.43,67.97943,246.38,PanTHERIA_WR05
Arctocephalus forsteri,Carnivora,Otariidae,101249.99,101.24999,242.47,PanTHERIA_WR05
Arctocephalus galapagoensis,Carnivora,Otariidae,39448.04,39.44804,215.94,PanTHERIA_WR05
Arctocephalus gazella,Carnivora,Otariidae,96599.99,96.59999,294.69,PanTHERIA_WR05
Arctocephalus pusillus,Carnivora,Otariidae,178500,178.5,357.99,PanTHERIA_WR05
Arctocephalus tropicalis,Carnivora,Otariidae,92222.55,92.22255,241.69,PanTHERIA_WR05
Arctogalidia trivirgata,Carnivora,Viverridae,2323.79,2.32379,45.95,PanTHERIA_WR05
Arctonyx collaris,Carnivora,Mustelidae,8166.52,8.16652,42.89,PanTHERIA_WR05
Artibeus jamaicensis,Chiroptera,Phyllostomidae,43.63,0.04363,138.7,PanTHERIA_WR05
Artibeus lituratus,Chiroptera,Phyllostomidae,59.3,0.0593,106.45,PanTHERIA_WR05
Arvicanthis niloticus,Rodentia,Muridae,95.8,0.0958,21.99,PanTHERIA_WR05
Arvicola amphibius,Rodentia,Cricetidae,120,0.12,21.24,PanTHERIA_WR05
Asellia tridens,Chiroptera,Hipposideridae,12.94,0.01294,66.1,PanTHERIA_WR05
Atelerix albiventris,Erinaceomorpha,Erinaceidae,293.44,0.29344,35.99,PanTHERIA_WR05
Tarsius tarsier,Primates,Tarsiidae,168.04,0.16804,181.69,PanTHERIA_WR05
Tatera indica,Rodentia,Muridae,138.28,0.13828,25.25,PanTHERIA_WR05
Taterillus gracilis,Rodentia,Muridae,49.9,0.0499,28.11,PanTHERIA_WR05
Taterillus pygargus,Rodentia,Muridae,60.19,0.06019,26.34,PanTHERIA_WR05
Taurotragus oryx,Artiodactyla,Bovidae,562592.69,562.59269,271,PanTHERIA_WR05
Taxidea taxus,Carnivora,Mustelidae,7842.15,7.84215,43.8,PanTHERIA_WR05
Tayassu pecari,Artiodactyla,Tayassuidae,31798.71,31.79871,158,PanTHERIA_WR05
Tenrec ecaudatus,Afrosoricida,Tenrecidae,887.59,0.88759,60.24,PanTHERIA_WR05
Tetracerus quadricornis,Artiodactyla,Bovidae,19282.12,19.28212,207.31,PanTHERIA_WR05
Thallomys paedulcus,Rodentia,Muridae,77.7,0.0777,26.34,PanTHERIA_WR05
Theropithecus gelada,Primates,Cercopithecidae,15964.11,15.96411,178.64,PanTHERIA_WR05
Thomomys bottae,Rodentia,Geomyidae,122.7,0.1227,23.87,PanTHERIA_WR05
Thomomys talpoides,Rodentia,Geomyidae,104.64,0.10464,19,PanTHERIA_WR05
Thrichomys apereoides,Rodentia,Echimyidae,297.53,0.29753,96.44,PanTHERIA_WR05
Thryonomys gregorianus,Rodentia,Thryonomyidae,2707.14,2.70714,91.24,PanTHERIA_WR05
Thryonomys swinderianus,Rodentia,Thryonomyidae,3750.85,3.75085,125.76,PanTHERIA_WR05
Thylogale billardierii,Diprotodontia,Macropodidae,5865.86,5.86586,30.73,PanTHERIA_WR05
Thylogale stigmatica,Diprotodontia,Macropodidae,4511.47,4.51147,29,PanTHERIA_WR05
Thyroptera tricolor,Chiroptera,Thyropteridae,4.52,0.00452,154.24,PanTHERIA_WR05
Tolypeutes matacus,Cingulata,Dasypodidae,1303.47,1.30347,125.14,PanTHERIA_WR05
Trachypithecus obscurus,Primates,Cercopithecidae,7247.88,7.24788,146.63,PanTHERIA_WR05
Trachypithecus phayrei,Primates,Cercopithecidae,7681.72,7.68172,180.61,PanTHERIA_WR05
Trachypithecus vetulus,Primates,Cercopithecidae,7205.08,7.20508,204.72,PanTHERIA_WR05
Tragelaphus angasii,Artiodactyla,Bovidae,87616.76,87.61676,219.99,PanTHERIA_WR05
Tragelaphus eurycerus,Artiodactyla,Bovidae,270998.37,270.99837,284.99,PanTHERIA_WR05
Tragelaphus imberbis,Artiodactyla,Bovidae,94320.39,94.32039,222,PanTHERIA_WR05
Tupaia glis,Scandentia,Tupaiidae,132.43,0.13243,45.99,PanTHERIA_WR05
Tupaia montana,Scandentia,Tupaiidae,168.05,0.16805,48.99,PanTHERIA_WR05
Tursiops truncatus,Cetacea,Delphinidae,281040.55,281.04055,365,PanTHERIA_WR05
Tylomys nudicaudus,Rodentia,Cricetidae,181.65,0.18165,39.51,PanTHERIA_WR05
Tylonycteris pachypus,Chiroptera,Vespertilionidae,4.1,0.0041,90.88,PanTHERIA_WR05
Tylonycteris robustula,Chiroptera,Vespertilionidae,7.98,0.00798,90.88,PanTHERIA_WR05
Uncia uncia,Carnivora,Felidae,32500,32.5,100.95,PanTHERIA_WR05
Urocyon cinereoargenteus,Carnivora,Canidae,3833.71,3.83371,61.48,PanTHERIA_WR05
Urocyon littoralis,Carnivora,Canidae,1923,1.923,53.7,PanTHERIA_WR05
Uroderma bilobatum,Chiroptera,Phyllostomidae,16.28,0.01628,130.88,PanTHERIA_WR05
Urogale everetti,Scandentia,Tupaiidae,300.79,0.30079,55.49,PanTHERIA_WR05
Uromys caudimaculatus,Rodentia,Muridae,644.42,0.64442,38.85,PanTHERIA_WR05
Urotrichus talpoides,Soricomorpha,Talpidae,18.2,0.0182,36.05,PanTHERIA_WR05
