species,class,order,family,mass_kg,metabolic_rate,metabolic_rate_units,source
Automerina auletes,Insecta,Lepidoptera,Saturniidae,0.00072,0.0019144973,W,AnimalTraits
Dirphea agis,Insecta,Lepidoptera,Saturniidae,0.000197,0.0005105326,W,AnimalTraits
Hylesia praeda,Insecta,Lepidoptera,Saturniidae,0.000139,0.0012125149,W,AnimalTraits
Hylesia praeda,Insecta,Lepidoptera,Saturniidae,0.000153,0.0005105326,W,AnimalTraits
Hylesia sp.,Insecta,Lepidoptera,Saturniidae,0.000771,0.001659231,W,AnimalTraits
Hylesia sp.,Insecta,Lepidoptera,Saturniidae,0.000332,0.0007657989,W,AnimalTraits
Hylesia sp.,Insecta,Lepidoptera,Saturniidae,6.2e-05,0.00095724863,W,AnimalTraits
Hylesia sp.,Insecta,Lepidoptera,Saturniidae,9.1e-05,0.00057434918,W,AnimalTraits
Hylesia sp.,Insecta,Lepidoptera,Saturniidae,6.1e-05,0.00019144973,W,AnimalTraits
Hylesia sp.,Insecta,Lepidoptera,Saturniidae,8.8e-05,0.00044671603,W,AnimalTraits
Hylesia sp.,Insecta,Lepidoptera,Saturniidae,0.000269,0.00044671603,W,AnimalTraits
Hyperchirica nausica,Insecta,Lepidoptera,Saturniidae,0.000216,0.0011486984,W,AnimalTraits
Hyperchirica nausica,Insecta,Lepidoptera,Saturniidae,0.000183,0.0005105326,W,AnimalTraits
Eacles imperialis,Insecta,Lepidoptera,Saturniidae,0.00112,0.002999379,W,AnimalTraits
Eacles imperialis,Insecta,Lepidoptera,Saturniidae,0.000838,0.0026802962,W,AnimalTraits
Eacles imperialis,Insecta,Lepidoptera,Saturniidae,0.001357,0.0047224266,W,AnimalTraits
Sphingicampa quadrilineata,Insecta,Lepidoptera,Saturniidae,0.000818,0.0022527251,W,AnimalTraits
Syssphinx molina,Insecta,Lepidoptera,Saturniidae,0.002205,0.0045501218,W,AnimalTraits
Syssphinx molina,Insecta,Lepidoptera,Saturniidae,0.001436,0.003280172,W,AnimalTraits
Syssphinx molina,Insecta,Lepidoptera,Saturniidae,0.00163,0.0062029711,W,AnimalTraits
Adeloneivaia subungulata,Insecta,Lepidoptera,Saturniidae,0.000487,0.0019527872,W,AnimalTraits
Adeloneivaia boisduvalii,Insecta,Lepidoptera,Saturniidae,0.001648,0.0020548937,W,AnimalTraits
Adeloneivaia boisduvalii,Insecta,Lepidoptera,Saturniidae,0.001381,0.0023867399,W,AnimalTraits
Adeloneivaia boisduvalii,Insecta,Lepidoptera,Saturniidae,0.000427,0.0020421304,W,AnimalTraits
Adeloneivaia boisduvalii,Insecta,Lepidoptera,Saturniidae,0.000694,0.0013401481,W,AnimalTraits
Adeloneivaia boisduvalii,Insecta,Lepidoptera,Saturniidae,0.00102,0.001659231,W,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.001737,0.0076643707,W,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.001607,0.0039821543,W,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.003107,0.0046713733,W,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.000856,0.0017102842,W,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.001624,0.0017804825,W,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.001146,0.0031844471,W,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.001872,0.0033312252,W,AnimalTraits
Neocossus sp.,Insecta,Lepidoptera,Cossidae,0.002224,0.0075431192,W,AnimalTraits
Megalpyge sp.,Insecta,Lepidoptera,Megalpygidae,0.000627,0.0016464676,W,AnimalTraits
Lirimiris sp.,Insecta,Lepidoptera,Notodontidae,0.000564,0.001863444,W,AnimalTraits
Hapigia simplex,Insecta,Lepidoptera,Notodontidae,0.000478,0.0016719943,W,AnimalTraits
Apetaloides firmiana,Insecta,Lepidoptera,Notodontidae,0.000169,0.00087428708,W,AnimalTraits
Euglyphis sp.,Insecta,Lepidoptera,Lasiocampidae,8.7e-05,0.00043395271,W,AnimalTraits
Artace sp.,Insecta,Lepidoptera,Lasiocampidae,0.000119,0.00026802962,W,AnimalTraits
Artace sp.,Insecta,Lepidoptera,Lasiocampidae,0.000145,0.00042757105,W,AnimalTraits
Diceroprocta apache,Insecta,Hemiptera,Cicadidae,0.000622,0.0015393715,W,AnimalTraits
Gromphadorhina portentosa,Insecta,Blattodea,Blaberidae,0.00495,0.005225,W,AnimalTraits
Myrmica rubra,Insecta,Hymenoptera,Formicidae,9.2e-07,6.6955556e-06,W,AnimalTraits
Tetramorium caespitum,Insecta,Hymenoptera,Formicidae,2.3e-07,2.3894444e-06,W,AnimalTraits
Camponotus herculeanus,Insecta,Hymenoptera,Formicidae,6.71e-06,7.5301111e-05,W,AnimalTraits
Lasius niger,Insecta,Hymenoptera,Formicidae,5.8e-07,5.9611111e-06,W,AnimalTraits
Lasius alienus,Insecta,Hymenoptera,Formicidae,4.6e-07,6.0055556e-06,W,AnimalTraits
Lasius flavus,Insecta,Hymenoptera,Formicidae,8.6e-07,1.1323333e-05,W,AnimalTraits
Formica exsecta,Insecta,Hymenoptera,Formicidae,1.35e-06,2.1675e-05,W,AnimalTraits
Formica pratensis,Insecta,Hymenoptera,Formicidae,2.39e-06,3.0937222e-05,W,AnimalTraits
Formica fusca,Insecta,Hymenoptera,Formicidae,1.47e-06,9.555e-06,W,AnimalTraits
Drosophila nikkananu,Insecta,Diptera,Drosophilidae,4.9e-07,1.0765964e-05,W,AnimalTraits
Drosophila melanogaster,Insecta,Diptera,Drosophilidae,9.5e-07,2.4323303e-05,W,AnimalTraits
Drosophila virilis,Insecta,Diptera,Drosophilidae,1.67e-06,3.3410751e-05,W,AnimalTraits
Drosophila mimica,Insecta,Diptera,Drosophilidae,2.44e-06,3.3415515e-05,W,AnimalTraits
Camponotus vicinus,Insecta,Hymenoptera,Formicidae,0.0001074,0.00014548858,W,AnimalTraits
Onymacris unguicularis,Insecta,Coleoptera,Tenebrionidae,0.000737,0.00018015556,W,AnimalTraits
Anax junius,Insecta,Odonata,Aeschnidae,0.001019,0.0040855058,W,AnimalTraits
Brachymesia gravida,Insecta,Odonata,Libellulidae,0.000344,0.0015320647,W,AnimalTraits
Erythemis simplicicollis,Insecta,Odonata,Libellulidae,0.000263,0.00086424162,W,AnimalTraits
Erythrodiplax berenice,Insecta,Odonata,Libellulidae,0.000125,0.00043212081,W,AnimalTraits
Erythrodiplax connata,Insecta,Odonata,Libellulidae,5.2e-05,0.00018856181,W,AnimalTraits
Erythrodiplax connata,Insecta,Odonata,Libellulidae,4.9e-05,0.0002710576,W,AnimalTraits
Erythrodiplax connata,Insecta,Odonata,Libellulidae,4.9e-05,0.00027498597,W,AnimalTraits
Libellula auripennis,Insecta,Odonata,Libellulidae,0.000464,0.0013749299,W,AnimalTraits
Libellula needhami,Insecta,Odonata,Libellulidae,0.000518,0.0016499158,W,AnimalTraits
Libellula spp. (combined),Insecta,Odonata,Libellulidae,0.000419,0.0012570787,W,AnimalTraits
Libellula spp. (combined),Insecta,Odonata,Libellulidae,0.000491,0.0015320647,W,AnimalTraits
Libellula spp. (combined),Insecta,Odonata,Libellulidae,0.000443,0.0015713484,W,AnimalTraits
Miathyria marcella,Insecta,Odonata,Libellulidae,0.000171,0.00075424723,W,AnimalTraits
Miathyria marcella,Insecta,Odonata,Libellulidae,0.000184,0.0010999439,W,AnimalTraits
Miathyria marcella,Insecta,Odonata,Libellulidae,0.000172,0.0010213765,W,AnimalTraits
Pachydiplax longipennis,Insecta,Odonata,Libellulidae,0.0002,0.00053333333,W,AnimalTraits
Pachydiplax longipennis,Insecta,Odonata,Libellulidae,0.000186,0.00062068262,W,AnimalTraits
Pachydiplax longipennis,Insecta,Odonata,Libellulidae,0.0002,0.00077777778,W,AnimalTraits
Pachydiplax longipennis,Insecta,Odonata,Libellulidae,0.00019,0.00070710678,W,AnimalTraits
Pachydiplax longipennis,Insecta,Odonata,Libellulidae,0.000187,0.00075,W,AnimalTraits
Pachydiplax longipennis,Insecta,Odonata,Libellulidae,0.000192,0.00084459977,W,AnimalTraits
Pantala flavescens,Insecta,Odonata,Libellulidae,0.000339,0.0016499158,W,AnimalTraits
Perithemis tenera,Insecta,Odonata,Libellulidae,6.1e-05,0.00032605479,W,AnimalTraits
Tramea carolina,Insecta,Odonata,Libellulidae,0.000383,0.001767767,W,AnimalTraits
Porcellio laevis,Malacostraca,Isopoda,Porcellionidae,1.409e-05,0.00025201111,W,AnimalTraits
Porcellio laevis,Malacostraca,Isopoda,Porcellionidae,1.799e-05,0.00033081111,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,6e-07,2e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,6e-07,2.2222222e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,7e-07,1.3333333e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,6.8e-07,1.5555556e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,6.8e-07,1.5555556e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,7e-07,2e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,6.8e-07,1.1111111e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,7.8e-07,1.7777778e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.2e-06,2e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.17e-06,4.2222222e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.2e-06,3.1111111e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.2e-06,3.5555556e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.33e-06,2.8888889e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.3e-06,2.4444444e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.3e-06,1.5555556e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.37e-06,2e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.37e-06,4.4444444e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.5e-06,3.5555556e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.6e-06,4e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.7e-06,7.3333333e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.8e-06,6.8888889e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.9e-06,1.1333333e-05,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,1.9e-06,5.7777778e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,2e-06,5.5555556e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,2e-06,3.1111111e-06,W,AnimalTraits
Trichoniscus pusillus,Malacostraca,Isopoda,Trichoniscidae,2.1e-06,1.0222222e-05,W,AnimalTraits
Microtus nivalis,Mammalia,Rodentia,Cricetidae,0.0333,0.7067,W,AnimalTraits
Zapus hudsonius,Mammalia,Rodentia,Dipodidae,0.03,0.25,W,AnimalTraits
Perognathus californicus,Mammalia,Rodentia,Heteromyodae,0.022,0.11855556,W,AnimalTraits
Myopus schisticolor,Mammalia,Rodentia,Cricetidae,0.0282,0.5546,W,AnimalTraits
Fukomys mechowi,Mammalia,Rodentia,Bathyergidae,0.267,0.89,W,AnimalTraits
Microtus breweri,Mammalia,Rodentia,Cricetidae,0.0531,0.40944444,W,AnimalTraits
Microtus pennsylvanicus,Mammalia,Rodentia,Cricetidae,0.0447,0.44666667,W,AnimalTraits
Octomys mimax,Mammalia,Rodentia,Octodontidae,0.1186,0.63912222,W,AnimalTraits
Tympanoctomys barrerae,Mammalia,Rodentia,Octodontidae,0.0518,0.35972222,W,AnimalTraits
Tympanoctomys barrerae,Mammalia,Rodentia,Octodontidae,0.091,0.455,W,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1065,0.852,W,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1113,0.61833333,W,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1091,0.66672222,W,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1129,0.5645,W,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1121,0.64768889,W,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1186,0.75113333,W,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1192,0.76817778,W,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.1159,0.79842222,W,AnimalTraits
Georychus capensis,Mammalia,Rodentia,Bathyergidae,0.28,2.38,W,AnimalTraits
Gerbillus allenbyi,Mammalia,Rodentia,Muridae,0.0353,0.21572222,W,AnimalTraits
Gerbillus nanus,Mammalia,Rodentia,Muridae,0.0284,0.12306667,W,AnimalTraits
Cryptomys sp.,Mammalia,Rodentia,Bathyergidae,0.0819,0.5096,W,AnimalTraits
Fukomys damarensis,Mammalia,Rodentia,Bathyergidae,0.124,0.39266667,W,AnimalTraits
Aepyprymnus rufescens,Mammalia,Diprotodontia,Potoroidae,2.82,5.9784,W,AnimalTraits
Eutamias minimus borealis,Mammalia,Rodentia,Sciuridae,0.0493,0.5,W,AnimalTraits
Eutamias minimus oreocetes,Mammalia,Rodentia,Sciuridae,0.0458,0.44444444,W,AnimalTraits
Eutamias amoenus luteiventris,Mammalia,Rodentia,Sciuridae,0.0573,0.48888889,W,AnimalTraits
Otospermophilus beecheyi,Mammalia,Rodentia,Sciuridae,0.5996,1.7654889,W,AnimalTraits
Erinaceus concolor,Mammalia,Eulipotyphla,Erinaceidae,0.8227,1.9287744,W,AnimalTraits
Spalax ehrenbergi,Mammalia,Rodentia,Spalacidae,0.104,0.59511111,W,AnimalTraits
Spalax ehrenbergi,Mammalia,Rodentia,Spalacidae,0.128,0.61155556,W,AnimalTraits
Spalax ehrenbergi,Mammalia,Rodentia,Spalacidae,0.117,0.5525,W,AnimalTraits
Spalax ehrenbergi,Mammalia,Rodentia,Spalacidae,0.124,0.59933333,W,AnimalTraits
Spalax ehrenbergi,Mammalia,Rodentia,Spalacidae,0.121,0.41677778,W,AnimalTraits
Rhinonicteris aurantia,Mammalia,Chiroptera,Hipposideridae,0.00827,0.090051111,W,AnimalTraits
Miniopterus schreibersii,Mammalia,Chiroptera,Miniopteridae,0.01091,0.14425444,W,AnimalTraits
Miniopterus gigas,Mammalia,Chiroptera,Miniopteridae,0.1072,0.52408889,W,AnimalTraits
Elephantulus rozeti,Mammalia,Macroscelidea,Macroscelididae,0.04531,0.26556694,W,AnimalTraits
Elephantulus myurus,Mammalia,Macroscelidea,Macroscelididae,0.06297,0.3683745,W,AnimalTraits
Macroderma gigas,Mammalia,Chiroptera,Megadermatidae,0.15,0.78333333,W,AnimalTraits
Perognathus longimembris,Mammalia,Rodentia,Heteromyidae,0.00823,0.048922778,W,AnimalTraits
Perognathus hispidus,Mammalia,Rodentia,Heteromyidae,0.0395,0.27430556,W,AnimalTraits
Tamias striatus,Mammalia,Rodentia,Sciuridae,0.0874,0.50012222,W,AnimalTraits
Cynomys ludovicianus,Mammalia,Rodentia,Sciuridae,1.1123,2.3666667,W,AnimalTraits
Tragulus javanicus,Mammalia,Artiodactyla,Tragulidae,1.613,9.0776056,W,AnimalTraits
Tragulus javanicus,Mammalia,Artiodactyla,Tragulidae,1.613,8.95215,W,AnimalTraits
Equus Asinus,Mammalia,Perissodactyla,Equidae,105.5,210.64833,W,AnimalTraits
Lama glama,Mammalia,Artiodactyla,Camelidae,115,147.2,W,AnimalTraits
Madoqua kirkii,Mammalia,Artiodactyla,Bovidae,3.97,11.468889,W,AnimalTraits
Microtus oeconomus,Mammalia,Rodentia,Cricetidae,0.032,0.56,W,AnimalTraits
Dicrostonyx groenlandicus,Mammalia,Rodentia,Cricetidae,0.047,0.51333333,W,AnimalTraits
Lemmus trimucronatus,Mammalia,Rodentia,Cricetidae,0.064,0.87666667,W,AnimalTraits
Mustela rixosa,Mammalia,Carnivora,Mustelidae,0.075,0.91666667,W,AnimalTraits
Citellus undulatus,Mammalia,Rodentia,Sciuridae,0.68,3.2666667,W,AnimalTraits
Vulpes lagopus,Mammalia,Carnivora,Canidae,3.6,7.6333333,W,AnimalTraits
Ictidomys tridecemlineatus,Mammalia,Rodentia,Sciuridae,0.2338,1.00534,W,AnimalTraits
Cricetomys gambianus,Mammalia,Rodentia,Nesomyidae,1.8709,6.3402722,W,AnimalTraits
Abrothrix andinus,Mammalia,Rodentia,Cricetidae,0.0346,0.35945556,W,AnimalTraits
Abrothrix longipilis,Mammalia,Rodentia,Cricetidae,0.0423,0.3196,W,AnimalTraits
Abrothrix olivaceus,Mammalia,Rodentia,Cricetidae,0.027,0.2745,W,AnimalTraits
Auliscomys boliviensis,Mammalia,Rodentia,Cricetidae,0.0768,0.6144,W,AnimalTraits
Auliscomys micropus,Mammalia,Rodentia,Cricetidae,0.0623,0.54339444,W,AnimalTraits
Eligmodontia typus,Mammalia,Rodentia,Cricetidae,0.0175,0.16625,W,AnimalTraits
Oryzomys longicaudatus,Mammalia,Rodentia,Cricetidae,0.0282,0.28356667,W,AnimalTraits
Phyllotis darwini,Mammalia,Rodentia,Cricetidae,0.059,0.39661111,W,AnimalTraits
Myotomys unisulcatus,Mammalia,Rodentia,Muridae,0.096,0.592,W,AnimalTraits
Parotomys brantsii,Mammalia,Rodentia,Muridae,0.0865,0.46613889,W,AnimalTraits
Peropteryx macrotis,Mammalia,Chrioptera,Emballonuridae,0.0051,0.06545,W,AnimalTraits
Natalus tumidirostris,Mammalia,Chrioptera,Natalidae,0.0054,0.0462,W,AnimalTraits
Mystromys albicaudatus,Mammalia,Rodentia,Nesomyidae,0.09378,0.704392,W,AnimalTraits
Peromyscus pirrensis,Mammalia,Rodentia,Cricetidae,0.1277,0.68106667,W,AnimalTraits
Peromyscus pirrensis,Mammalia,Rodentia,Cricetidae,0.1743,0.82308333,W,AnimalTraits
Peromyscus pirrensis,Mammalia,Rodentia,Cricetidae,0.1397,0.62865,W,AnimalTraits
Peromyscus pirrensis,Mammalia,Rodentia,Cricetidae,0.1126,0.61304444,W,AnimalTraits
Peromyscus pirrensis,Mammalia,Rodentia,Cricetidae,0.1298,0.60573333,W,AnimalTraits
Peromyscus pirrensis,Mammalia,Rodentia,Cricetidae,0.1436,0.67013333,W,AnimalTraits
Tamiasciurus hudsonicus,Mammalia,Rodentia,Sciuridae,0.224,1.3564444,W,AnimalTraits
Tamiasciurus hudsonicus,Mammalia,Rodentia,Sciuridae,0.231,1.4501667,W,AnimalTraits
Raphicerus campestris,Mammalia,Artiodactyla,Bovidae,9.55,20.426389,W,AnimalTraits
Cephalophus monticola,Mammalia,Artiodactyla,Bovidae,4.15,9.9138889,W,AnimalTraits
Tatera afra,Mammalia,Rodentia,Muridae,0.1483,1.40885,W,AnimalTraits
Macroscelides proboscideus,Mammalia,Macroscelidea,Macroscelididae,0.039,0.29033333,W,AnimalTraits
Petrodromus tetradactylus,Mammalia,Macroscelidea,Macroscelididae,0.20611,0.99734339,W,AnimalTraits
Elephantulus intufi,Mammalia,Macroscelidea,Macroscelididae,0.04649,0.28888369,W,AnimalTraits
Elephantulus brachyrhynchus,Mammalia,Macroscelidea,Macroscelididae,0.0453,0.24283317,W,AnimalTraits
Geomys bursarius,Mammalia,Rodentia,Geomyidae,0.197,0.76611111,W,AnimalTraits
Ochrotomys nuttalli,Mammalia,Rodentia,Cricetidae,0.0195,0.15058333,W,AnimalTraits
Herpestes auropunctatus,Mammalia,Carnivora,Herpestidae,0.611,2.2403333,W,AnimalTraits
Phyllotis rupestris,Mammalia,Rodentia,Cricetidae,0.0555,0.3145,W,AnimalTraits
Phyllotis magister,Mammalia,Rodentia,Cricetidae,0.0628,0.40122222,W,AnimalTraits
Phyllotis darwini,Mammalia,Rodentia,Cricetidae,0.0762,0.47413333,W,AnimalTraits
Octodontomys gliroides,Mammalia,Rodentia,Octodontidae,0.152,0.72622222,W,AnimalTraits
Octodon degus,Mammalia,Rodentia,Octodontidae,0.206,1.0643333,W,AnimalTraits
Trichomys apereoides,Mammalia,Rodentia,Echimyidae,0.323,1.1484444,W,AnimalTraits
Chinchilla lanigera,Mammalia,Rodentia,Chinchillidae,0.426,1.2543333,W,AnimalTraits
Kerodon rupestris,Mammalia,Rodentia,Caviidae,0.801,1.8245,W,AnimalTraits
Myoprocta acouchy,Mammalia,Rodentia,Dasyproctidae,0.914,2.7927778,W,AnimalTraits
Dolichotis salinicola,Mammalia,Rodentia,Caviidae,1.613,4.0325,W,AnimalTraits
Dasyprocta leporina,Mammalia,Rodentia,Dasyproctidae,2.687,8.6581111,W,AnimalTraits
Dasyprocta azarae,Mammalia,Rodentia,Dasyproctidae,3.849,10.477833,W,AnimalTraits
Agouti paca,Mammalia,Rodentia,Cuniculidae,9.156,15.26,W,AnimalTraits
Hydrochaeris hydrochaeris,Mammalia,Rodentia,Caviidae,26.4,36.666667,W,AnimalTraits
Condylura cristata,Mammalia,Eulipotyphla,Talpidae,0.049,0.6125,W,AnimalTraits
Otomys sloggetti,Mammalia,Rodentia,Muridae,0.11329,0.74267889,W,AnimalTraits
Nyctophilus major,Mammalia,Chiroptera,Vespertilionidae,0.0136,0.11333333,W,AnimalTraits
Zaglossus bruijni,Mammalia,Monotremata,Tachyglossidae,13.63,6.1335,W,AnimalTraits
Tachyglossus aculeatus,Mammalia,Monotremata,Tachyglossidae,3.43,2.5153333,W,AnimalTraits
Ornithorhynchus anatinus,Mammalia,Monotremata,Ornithorhynchisae,1.32,2.662,W,AnimalTraits
Notoryctes caurinus,Mammalia,Notoryctemorphia,Notoryctidae,0.034,0.119,W,AnimalTraits
Mustela erminea,Mammalia,Carnivora,Mustelidae,0.041,0.75,W,AnimalTraits
Mustela erminea,Mammalia,Carnivora,Mustelidae,0.045,0.89333333,W,AnimalTraits
Mustela erminea,Mammalia,Carnivora,Mustelidae,0.065,0.72,W,AnimalTraits
Mustela rixosa,Mammalia,Carnivora,Mustelidae,0.071,0.91,W,AnimalTraits
Mustela rixosa,Mammalia,Carnivora,Mustelidae,0.077,1.0833333,W,AnimalTraits
Mustela rixosa,Mammalia,Carnivora,Mustelidae,0.084,0.95333333,W,AnimalTraits
Mustela erminea,Mammalia,Carnivora,Mustelidae,0.08,0.98666667,W,AnimalTraits
Mustela erminea,Mammalia,Carnivora,Mustelidae,0.085,1.4266667,W,AnimalTraits
Mustela erminea,Mammalia,Carnivora,Mustelidae,0.115,1.04,W,AnimalTraits
Mustela rixosa,Mammalia,Carnivora,Mustelidae,0.223,2.5133333,W,AnimalTraits
Mustela rixosa,Mammalia,Carnivora,Mustelidae,0.231,2.22,W,AnimalTraits
Cerdocyon thous,Mammalia,Carnivora,Canidae,6.874,10.234622,W,AnimalTraits
Cerdocyon thous,Mammalia,Carnivora,Canidae,4.354,6.7487,W,AnimalTraits
Vulpes zerda,Mammalia,Carnivora,Canidae,1.2,3.2,W,AnimalTraits
Elephantulus rufescens,Mammalia,Macroscelidae,Macroscelididae,0.053,0.31593889,W,AnimalTraits
Oxymycterus roberti,Mammalia,Rodentia,Cricetidae,0.071,0.51041111,W,AnimalTraits
Oxymycterus roberti,Mammalia,Rodentia,Cricetidae,0.096,0.47253333,W,AnimalTraits
Petrodromus tetradactylus,Mammalia,Macroscelidea,Macroscelididae,0.21,0.70933333,W,AnimalTraits
Cyclopes didactylus,Mammalia,Pilosa,Cyclopedidae,0.24,0.636,W,AnimalTraits
Myrmecobius fasciatus,Mammalia,Dasyuromorphia,Myrmecobiidae,0.4,0.79111111,W,AnimalTraits
Tachyglossus aculeatus,Mammalia,Monotremata,Tachyglossidae,2.14,1.5574444,W,AnimalTraits
Tachyglossus setosus,Mammalia,Monotremata,Tachyglossidae,3.58,3.043,W,AnimalTraits
Manis javanica,Mammalia,Phollidota,Manidae,4.22,6.1424444,W,AnimalTraits
Tamandua tetradactyla,Mammalia,Pilosa,Myrmecophagidae,3.5,4.9194444,W,AnimalTraits
Tamandua mexicana,Mammalia,Pilosa,Myrmecophagidae,4.21,4.7245556,W,AnimalTraits
Proteles cristata,Mammalia,Carnivora,Hyaenidae,7.71,10.879667,W,AnimalTraits
Zaglossus bruijni,Mammalia,Monotremata,Tachyglossidae,10.3,6.7522222,W,AnimalTraits
Myrmecophaga tridactyla,Mammalia,Pilosa,Myrmecophagidae,30.6,14.45,W,AnimalTraits
Orycteropus afer,Mammalia,Tubulidentata,Orycteropodidae,48,34.133333,W,AnimalTraits
Clethrionomys californicus,Mammalia,Rodentia,Cricetidae,0.0183,0.33956667,W,AnimalTraits
Phenacomys intermedius,Mammalia,Rodentia,Cricetidae,0.0215,0.37386111,W,AnimalTraits
Arborimus longicaudus,Mammalia,Rodentia,Cricetidae,0.0218,0.327,W,AnimalTraits
Clethrionomys gapperi,Mammalia,Rodentia,Cricetidae,0.0214,0.33645556,W,AnimalTraits
Clethrionomys gapperi,Mammalia,Rodentia,Cricetidae,0.0228,0.247,W,AnimalTraits
Microtus pinetorum,Mammalia,Rodentia,Cricetidae,0.0238,0.31072222,W,AnimalTraits
Microtus longicaudus,Mammalia,Rodentia,Cricetidae,0.0302,0.34562222,W,AnimalTraits
Lagurus curtatus,Mammalia,Rodentia,Cricetidae,0.0303,0.27943333,W,AnimalTraits
Microtus oeconomus,Mammalia,Rodentia,Cricetidae,0.0354,0.55853333,W,AnimalTraits
Microtus montanus,Mammalia,Rodentia,Cricetidae,0.0281,0.39496111,W,AnimalTraits
Microtus montanus,Mammalia,Rodentia,Cricetidae,0.0304,0.43235556,W,AnimalTraits
Microtus montanus,Mammalia,Rodentia,Cricetidae,0.0512,0.49777778,W,AnimalTraits
Lemmus sibiricus,Mammalia,Rodentia,Cricetidae,0.044,0.39111111,W,AnimalTraits
Microtus xanthognathus,Mammalia,Rodentia,Cricetidae,0.0685,0.548,W,AnimalTraits
Dicrostonyx groenlandicus,Mammalia,Rodentia,Cricetidae,0.0605,0.56802778,W,AnimalTraits
Dicrostonyx groenlandicus,Mammalia,Rodentia,Cricetidae,0.0623,0.58492778,W,AnimalTraits
Arvicola richardsoni,Mammalia,Rodentia,Cricetidae,0.08,0.96,W,AnimalTraits
Neofiber alleni,Mammalia,Rodentia,Cricetidae,0.2581,1.2044667,W,AnimalTraits
Ondatra zibethicus,Mammalia,Rodentia,Cricetidae,1.0046,3.5719111,W,AnimalTraits
Hylomys sulillus,Mammalia,Eulipotyphla,Erinnaceidae,0.0773,0.44662222,W,AnimalTraits
Mustela vison,Mammalia,Carnivora,Mustelidae,0.656,2.7185125,W,AnimalTraits
Mustela vison,Mammalia,Carnivora,Mustelidae,0.667,2.703975,W,AnimalTraits
Mustela vison,Mammalia,Carnivora,Mustelidae,0.788,3.2079417,W,AnimalTraits
