species,class,order,family,mass_kg,specific_mr,specific_mr_units,source
Erinaceus concolor,Mammalia,Eulipotyphla,Erinaceidae,0.8227,2.3444444,W/kg,AnimalTraits
Spalax ehrenbergi,Mammalia,Rodentia,Spalacidae,0.104,5.7222222,W/kg,AnimalTraits
Spalax ehrenbergi,Mammalia,Rodentia,Spalacidae,0.128,4.7777778,W/kg,AnimalTraits
Spalax ehrenbergi,Mammalia,Rodentia,Spalacidae,0.117,4.7222222,W/kg,AnimalTraits
Spalax ehrenbergi,Mammalia,Rodentia,Spalacidae,0.124,4.8333333,W/kg,AnimalTraits
Spalax ehrenbergi,Mammalia,Rodentia,Spalacidae,0.121,3.4444444,W/kg,AnimalTraits
Rhinonicteris aurantia,Mammalia,Chiroptera,Hipposideridae,0.00827,10.888889,W/kg,AnimalTraits
Miniopterus schreibersii,Mammalia,Chiroptera,Miniopteridae,0.01091,13.222222,W/kg,AnimalTraits
Miniopterus gigas,Mammalia,Chiroptera,Miniopteridae,0.1072,4.8888889,W/kg,AnimalTraits
Elephantulus rozeti,Mammalia,Macroscelidea,Macroscelididae,0.04531,5.8611111,W/kg,AnimalTraits
Elephantulus myurus,Mammalia,Macroscelidea,Macroscelididae,0.06297,5.85,W/kg,AnimalTraits
Macroderma gigas,Mammalia,Chiroptera,Megadermatidae,0.15,5.2222222,W/kg,AnimalTraits
Perognathus longimembris,Mammalia,Rodentia,Heteromyidae,0.00823,5.9444444,W/kg,AnimalTraits
Perognathus hispidus,Mammalia,Rodentia,Heteromyidae,0.0395,6.9444444,W/kg,AnimalTraits
Tamias striatus,Mammalia,Rodentia,Sciuridae,0.0874,5.7222222,W/kg,AnimalTraits
Cynomys ludovicianus,Mammalia,Rodentia,Sciuridae,1.1123,2.1277233,W/kg,AnimalTraits
Tragulus javanicus,Mammalia,Artiodactyla,Tragulidae,1.613,5.6277778,W/kg,AnimalTraits
Tragulus javanicus,Mammalia,Artiodactyla,Tragulidae,1.613,5.55,W/kg,AnimalTraits
Equus Asinus,Mammalia,Perissodactyla,Equidae,105.5,1.9966667,W/kg,AnimalTraits
Lama glama,Mammalia,Artiodactyla,Camelidae,115,1.28,W/kg,AnimalTraits
Madoqua kirkii,Mammalia,Artiodactyla,Bovidae,3.97,2.8888889,W/kg,AnimalTraits
Microtus oeconomus,Mammalia,Rodentia,Cricetidae,0.032,17.5,W/kg,AnimalTraits
Dicrostonyx groenlandicus,Mammalia,Rodentia,Cricetidae,0.047,10.921986,W/kg,AnimalTraits
Lemmus trimucronatus,Mammalia,Rodentia,Cricetidae,0.064,13.697917,W/kg,AnimalTraits
Mustela rixosa,Mammalia,Carnivora,Mustelidae,0.075,12.222222,W/kg,AnimalTraits
Citellus undulatus,Mammalia,Rodentia,Sciuridae,0.68,4.8039216,W/kg,AnimalTraits
Vulpes lagopus,Mammalia,Carnivora,Canidae,3.6,2.1203704,W/kg,AnimalTraits
Ictidomys tridecemlineatus,Mammalia,Rodentia,Sciuridae,0.2338,4.3,W/kg,AnimalTraits
Cricetomys gambianus,Mammalia,Rodentia,Nesomyidae,1.8709,3.3888889,W/kg,AnimalTraits
Abrothrix andinus,Mammalia,Rodentia,Cricetidae,0.0346,10.388889,W/kg,AnimalTraits
Abrothrix longipilis,Mammalia,Rodentia,Cricetidae,0.0423,7.5555556,W/kg,AnimalTraits
Abrothrix olivaceus,Mammalia,Rodentia,Cricetidae,0.027,10.166667,W/kg,AnimalTraits
Auliscomys boliviensis,Mammalia,Rodentia,Cricetidae,0.0768,8,W/kg,AnimalTraits
Auliscomys micropus,Mammalia,Rodentia,Cricetidae,0.0623,8.7222222,W/kg,AnimalTraits
Eligmodontia typus,Mammalia,Rodentia,Cricetidae,0.0175,9.5,W/kg,AnimalTraits
Oryzomys longicaudatus,Mammalia,Rodentia,Cricetidae,0.0282,10.055556,W/kg,AnimalTraits
Phyllotis darwini,Mammalia,Rodentia,Cricetidae,0.059,6.7222222,W/kg,AnimalTraits
Myotomys unisulcatus,Mammalia,Rodentia,Muridae,0.096,6.1666667,W/kg,AnimalTraits
Parotomys brantsii,Mammalia,Rodentia,Muridae,0.0865,5.3888889,W/kg,AnimalTraits
Peropteryx macrotis,Mammalia,Chrioptera,Emballonuridae,0.0051,12.833333,W/kg,AnimalTraits
Natalus tumidirostris,Mammalia,Chrioptera,Natalidae,0.0054,8.5555556,W/kg,AnimalTraits
Mystromys albicaudatus,Mammalia,Rodentia,Nesomyidae,0.09378,7.5111111,W/kg,AnimalTraits
Peromyscus pirrensis,Mammalia,Rodentia,Cricetidae,0.1277,5.3333333,W/kg,AnimalTraits
Peromyscus pirrensis,Mammalia,Rodentia,Cricetidae,0.1743,4.7222222,W/kg,AnimalTraits
Peromyscus pirrensis,Mammalia,Rodentia,Cricetidae,0.1397,4.5,W/kg,AnimalTraits
Peromyscus pirrensis,Mammalia,Rodentia,Cricetidae,0.1126,5.4444444,W/kg,AnimalTraits
Peromyscus pirrensis,Mammalia,Rodentia,Cricetidae,0.1298,4.6666667,W/kg,AnimalTraits
Peromyscus pirrensis,Mammalia,Rodentia,Cricetidae,0.1436,4.6666667,W/kg,AnimalTraits
Tamiasciurus hudsonicus,Mammalia,Rodentia,Sciuridae,0.224,6.0555556,W/kg,AnimalTraits
Tamiasciurus hudsonicus,Mammalia,Rodentia,Sciuridae,0.231,6.2777778,W/kg,AnimalTraits
Raphicerus campestris,Mammalia,Artiodactyla,Bovidae,9.55,2.1388889,W/kg,AnimalTraits
Cephalophus monticola,Mammalia,Artiodactyla,Bovidae,4.15,2.3888889,W/kg,AnimalTraits
Tatera afra,Mammalia,Rodentia,Muridae,0.1483,9.5,W/kg,AnimalTraits
Macroscelides proboscideus,Mammalia,Macroscelidea,Macroscelididae,0.039,7.4444444,W/kg,AnimalTraits
Petrodromus tetradactylus,Mammalia,Macroscelidea,Macroscelididae,0.20611,4.8388889,W/kg,AnimalTraits
Elephantulus intufi,Mammalia,Macroscelidea,Macroscelididae,0.04649,6.2138889,W/kg,AnimalTraits
Elephantulus brachyrhynchus,Mammalia,Macroscelidea,Macroscelididae,0.0453,5.3605556,W/kg,AnimalTraits
Geomys bursarius,Mammalia,Rodentia,Geomyidae,0.197,3.8888889,W/kg,AnimalTraits
Ochrotomys nuttalli,Mammalia,Rodentia,Cricetidae,0.0195,7.7222222,W/kg,AnimalTraits
Herpestes auropunctatus,Mammalia,Carnivora,Herpestidae,0.611,3.6666667,W/kg,AnimalTraits
Phyllotis rupestris,Mammalia,Rodentia,Cricetidae,0.0555,5.6666667,W/kg,AnimalTraits
Phyllotis magister,Mammalia,Rodentia,Cricetidae,0.0628,6.3888889,W/kg,AnimalTraits
Phyllotis darwini,Mammalia,Rodentia,Cricetidae,0.0762,6.2222222,W/kg,AnimalTraits
Octodontomys gliroides,Mammalia,Rodentia,Octodontidae,0.152,4.7777778,W/kg,AnimalTraits
Octodon degus,Mammalia,Rodentia,Octodontidae,0.206,5.1666667,W/kg,AnimalTraits
Trichomys apereoides,Mammalia,Rodentia,Echimyidae,0.323,3.5555556,W/kg,AnimalTraits
Chinchilla lanigera,Mammalia,Rodentia,Chinchillidae,0.426,2.9444444,W/kg,AnimalTraits
Kerodon rupestris,Mammalia,Rodentia,Caviidae,0.801,2.2777778,W/kg,AnimalTraits
Myoprocta acouchy,Mammalia,Rodentia,Dasyproctidae,0.914,3.0555556,W/kg,AnimalTraits
Dolichotis salinicola,Mammalia,Rodentia,Caviidae,1.613,2.5,W/kg,AnimalTraits
Dasyprocta leporina,Mammalia,Rodentia,Dasyproctidae,2.687,3.2222222,W/kg,AnimalTraits
Dasyprocta azarae,Mammalia,Rodentia,Dasyproctidae,3.849,2.7222222,W/kg,AnimalTraits
Agouti paca,Mammalia,Rodentia,Cuniculidae,9.156,1.6666667,W/kg,AnimalTraits
Hydrochaeris hydrochaeris,Mammalia,Rodentia,Caviidae,26.4,1.3888889,W/kg,AnimalTraits
Condylura cristata,Mammalia,Eulipotyphla,Talpidae,0.049,12.5,W/kg,AnimalTraits
Otomys sloggetti,Mammalia,Rodentia,Muridae,0.11329,6.5555556,W/kg,AnimalTraits
Nyctophilus major,Mammalia,Chiroptera,Vespertilionidae,0.0136,8.3333333,W/kg,AnimalTraits
Zaglossus bruijni,Mammalia,Monotremata,Tachyglossidae,13.63,0.45,W/kg,AnimalTraits
Tachyglossus aculeatus,Mammalia,Monotremata,Tachyglossidae,3.43,0.73333333,W/kg,AnimalTraits
Ornithorhynchus anatinus,Mammalia,Monotremata,Ornithorhynchisae,1.32,2.0166667,W/kg,AnimalTraits
Notoryctes caurinus,Mammalia,Notoryctemorphia,Notoryctidae,0.034,3.5,W/kg,AnimalTraits
Mustela erminea,Mammalia,Carnivora,Mustelidae,0.041,18.292683,W/kg,AnimalTraits
Mustela erminea,Mammalia,Carnivora,Mustelidae,0.045,19.851852,W/kg,AnimalTraits
Mustela erminea,Mammalia,Carnivora,Mustelidae,0.065,11.076923,W/kg,AnimalTraits
Mustela rixosa,Mammalia,Carnivora,Mustelidae,0.071,12.816901,W/kg,AnimalTraits
Mustela rixosa,Mammalia,Carnivora,Mustelidae,0.077,14.069264,W/kg,AnimalTraits
Mustela rixosa,Mammalia,Carnivora,Mustelidae,0.084,11.349206,W/kg,AnimalTraits
Mustela erminea,Mammalia,Carnivora,Mustelidae,0.08,12.333333,W/kg,AnimalTraits
Mustela erminea,Mammalia,Carnivora,Mustelidae,0.085,16.784314,W/kg,AnimalTraits
Mustela erminea,Mammalia,Carnivora,Mustelidae,0.115,9.0434783,W/kg,AnimalTraits
Mustela rixosa,Mammalia,Carnivora,Mustelidae,0.223,11.270553,W/kg,AnimalTraits
Mustela rixosa,Mammalia,Carnivora,Mustelidae,0.231,9.6103896,W/kg,AnimalTraits
Cerdocyon thous,Mammalia,Carnivora,Canidae,6.874,1.4888889,W/kg,AnimalTraits
Cerdocyon thous,Mammalia,Carnivora,Canidae,4.354,1.55,W/kg,AnimalTraits
Vulpes zerda,Mammalia,Carnivora,Canidae,1.2,2.6666667,W/kg,AnimalTraits
Elephantulus rufescens,Mammalia,Macroscelidae,Macroscelididae,0.053,5.9611111,W/kg,AnimalTraits
Oxymycterus roberti,Mammalia,Rodentia,Cricetidae,0.071,7.1888889,W/kg,AnimalTraits
Oxymycterus roberti,Mammalia,Rodentia,Cricetidae,0.096,4.9222222,W/kg,AnimalTraits
Petrodromus tetradactylus,Mammalia,Macroscelidea,Macroscelididae,0.21,3.3777778,W/kg,AnimalTraits
Cyclopes didactylus,Mammalia,Pilosa,Cyclopedidae,0.24,2.65,W/kg,AnimalTraits
Myrmecobius fasciatus,Mammalia,Dasyuromorphia,Myrmecobiidae,0.4,1.9777778,W/kg,AnimalTraits
Tachyglossus aculeatus,Mammalia,Monotremata,Tachyglossidae,2.14,0.72777778,W/kg,AnimalTraits
Tachyglossus setosus,Mammalia,Monotremata,Tachyglossidae,3.58,0.85,W/kg,AnimalTraits
Manis javanica,Mammalia,Phollidota,Manidae,4.22,1.4555556,W/kg,AnimalTraits
Tamandua tetradactyla,Mammalia,Pilosa,Myrmecophagidae,3.5,1.4055556,W/kg,AnimalTraits
Tamandua mexicana,Mammalia,Pilosa,Myrmecophagidae,4.21,1.1222222,W/kg,AnimalTraits
Proteles cristata,Mammalia,Carnivora,Hyaenidae,7.71,1.4111111,W/kg,AnimalTraits
Zaglossus bruijni,Mammalia,Monotremata,Tachyglossidae,10.3,0.65555556,W/kg,AnimalTraits
Myrmecophaga tridactyla,Mammalia,Pilosa,Myrmecophagidae,30.6,0.47222222,W/kg,AnimalTraits
Orycteropus afer,Mammalia,Tubulidentata,Orycteropodidae,48,0.71111111,W/kg,AnimalTraits
Clethrionomys californicus,Mammalia,Rodentia,Cricetidae,0.0183,18.555556,W/kg,AnimalTraits
Phenacomys intermedius,Mammalia,Rodentia,Cricetidae,0.0215,17.388889,W/kg,AnimalTraits
Arborimus longicaudus,Mammalia,Rodentia,Cricetidae,0.0218,15,W/kg,AnimalTraits
Clethrionomys gapperi,Mammalia,Rodentia,Cricetidae,0.0214,15.722222,W/kg,AnimalTraits
Clethrionomys gapperi,Mammalia,Rodentia,Cricetidae,0.0228,10.833333,W/kg,AnimalTraits
Microtus pinetorum,Mammalia,Rodentia,Cricetidae,0.0238,13.055556,W/kg,AnimalTraits
Microtus longicaudus,Mammalia,Rodentia,Cricetidae,0.0302,11.444444,W/kg,AnimalTraits
Lagurus curtatus,Mammalia,Rodentia,Cricetidae,0.0303,9.2222222,W/kg,AnimalTraits
Microtus oeconomus,Mammalia,Rodentia,Cricetidae,0.0354,15.777778,W/kg,AnimalTraits
Microtus montanus,Mammalia,Rodentia,Cricetidae,0.0281,14.055556,W/kg,AnimalTraits
Microtus montanus,Mammalia,Rodentia,Cricetidae,0.0304,14.222222,W/kg,AnimalTraits
Microtus montanus,Mammalia,Rodentia,Cricetidae,0.0512,9.7222222,W/kg,AnimalTraits
Lemmus sibiricus,Mammalia,Rodentia,Cricetidae,0.044,8.8888889,W/kg,AnimalTraits
Microtus xanthognathus,Mammalia,Rodentia,Cricetidae,0.0685,8,W/kg,AnimalTraits
Dicrostonyx groenlandicus,Mammalia,Rodentia,Cricetidae,0.0605,9.3888889,W/kg,AnimalTraits
Dicrostonyx groenlandicus,Mammalia,Rodentia,Cricetidae,0.0623,9.3888889,W/kg,AnimalTraits
Arvicola richardsoni,Mammalia,Rodentia,Cricetidae,0.08,12,W/kg,AnimalTraits
Neofiber alleni,Mammalia,Rodentia,Cricetidae,0.2581,4.6666667,W/kg,AnimalTraits
Ondatra zibethicus,Mammalia,Rodentia,Cricetidae,1.0046,3.5555556,W/kg,AnimalTraits
Hylomys sulillus,Mammalia,Eulipotyphla,Erinnaceidae,0.0773,5.7777778,W/kg,AnimalTraits
Mustela vison,Mammalia,Carnivora,Mustelidae,0.656,4.1440739,W/kg,AnimalTraits
Mustela vison,Mammalia,Carnivora,Mustelidae,0.667,4.0539355,W/kg,AnimalTraits
Mustela vison,Mammalia,Carnivora,Mustelidae,0.788,4.070992,W/kg,AnimalTraits
Lepus arcticus,Mammalia,Lagomorpha,Leporidae,3.0044,2,W/kg,AnimalTraits
Cebuella pygmaea,Mammalia,Primates,Callitrichidae,0.096,5.4444444,W/kg,AnimalTraits
Cebuella pygmaea,Mammalia,Primates,Callitrichidae,0.133,6.1111111,W/kg,AnimalTraits
Neurotrichus gibbsii,Mammalia,Eulipotyphla,Talpidae,0.0118,21.888889,W/kg,AnimalTraits
Echinosorex gymnura,Mammalia,Eulipotyphla,Erinaceidae,0.7212,3.8888889,W/kg,AnimalTraits
Genetta tigrina,Mammalia,Carnivora,Viverridae,1.698,2.4444444,W/kg,AnimalTraits
Martes americana,Mammalia,Carnivora,Mustelidae,1.038,3.6722222,W/kg,AnimalTraits
Scalopus aquaticus,Mammalia,Eulipotyphla,Talpidae,0.048,7.8333333,W/kg,AnimalTraits
Spalacopus cyanus,Mammalia,Rodentia,Octodontidae,0.185,4.3888889,W/kg,AnimalTraits
Cannomys badius,Mammalia,Rodentia,Spalacidae,0.344,2.7777778,W/kg,AnimalTraits
Aplodontia rufa,Mammalia,Rodentia,Aplodontiidae,0.63,2.4444444,W/kg,AnimalTraits
Galerella sanguinea,Mammalia,Carnivora,Herpestidae,0.54,4.2222222,W/kg,AnimalTraits
Oreamnos americanus,Mammalia,Artiodactyla,Bovidae,32,1.4444444,W/kg,AnimalTraits
Eremitalpa granti,Mammalia,Afrosoricida,Chrysochloridae,0.02062,2.9286561,W/kg,AnimalTraits
Hydromys chrysogaster,Mammalia,Rodentia,Muridae,0.77,3.3,W/kg,AnimalTraits
Bootettix punctatus,Insecta,Orthoptera,Acrididae,2.727e-05,5.7982756,W/kg,AnimalTraits
Bootettix punctatus,Insecta,Orthoptera,Acrididae,6.675e-05,7.9903066,W/kg,AnimalTraits
Trimerotropis sp.,Insecta,Orthoptera,Acrididae,7.15e-05,6.8589358,W/kg,AnimalTraits
Trimerotropis sp.,Insecta,Orthoptera,Acrididae,0.0002203,6.120402,W/kg,AnimalTraits
Melanoplus complanipes,Insecta,Orthoptera,Acrididae,4.206e-05,6.426815,W/kg,AnimalTraits
Melanoplus complanipes,Insecta,Orthoptera,Acrididae,0.00024104,3.6690985,W/kg,AnimalTraits
Anconia integra,Insecta,Orthoptera,Acrididae,0.0008167,4.2269272,W/kg,AnimalTraits
Insara covilleae,Insecta,Orthoptera,Tettigoniidae,8.2e-05,10.543748,W/kg,AnimalTraits
Insara covilleae,Insecta,Orthoptera,Tettigoniidae,0.0001032,22.988827,W/kg,AnimalTraits
Tanaocerus koebeli,Insecta,Orthoptera,Tanaoceridae,0.0001025,6.3403908,W/kg,AnimalTraits
Ceuthophilus fossor,Insecta,Orthoptera,Gryllacrididae,7.015e-05,12.342942,W/kg,AnimalTraits
Eusattus dubius,Insecta,Coleoptera,Tenebrionidae,2.722e-05,9.6402225,W/kg,AnimalTraits
Eleodes grandicollis,Insecta,Coleoptera,Tenebrionidae,0.00052193,5.1068823,W/kg,AnimalTraits
Eleodes armata,Insecta,Coleoptera,Tenebrionidae,0.0004519,3.0562726,W/kg,AnimalTraits
Eleodes tenebrosa,Insecta,Coleoptera,Tenebrionidae,5.153e-05,5.0518851,W/kg,AnimalTraits
Eleodes sp.,Insecta,Coleoptera,Tenebrionidae,8.885e-05,3.8733738,W/kg,AnimalTraits
Euschides luctata,Insecta,Coleoptera,Tenebrionidae,8.38e-05,5.3425846,W/kg,AnimalTraits
Trogloderus costatus,Insecta,Coleoptera,Tenebrionidae,2.987e-05,3.4569665,W/kg,AnimalTraits
Anepsius brunneus,Insecta,Coleoptera,Tenebrionidae,6.15e-06,3.9755115,W/kg,AnimalTraits
Sphaeriontis dilatata,Insecta,Coleoptera,Tenebrionidae,4.6e-05,4.0619356,W/kg,AnimalTraits
Edrotes ventricosus,Insecta,Coleoptera,Tenebrionidae,2.435e-05,4.0619356,W/kg,AnimalTraits
Cryptoglossa verrucossa,Insecta,Coleoptera,Tenebrionidae,0.0002334,1.6420591,W/kg,AnimalTraits
Centrioptera muricata,Insecta,Coleoptera,Tenebrionidae,0.0001326,3.5983878,W/kg,AnimalTraits
Triorophus laevis,Insecta,Coleoptera,Tenebrionidae,8.46e-06,8.1710117,W/kg,AnimalTraits
Calosoma sp.,Insecta,Coleoptera,Carabidae,0.00015123,4.902607,W/kg,AnimalTraits
Eucyllus vagans,Insecta,Coleoptera,Curculionidae,7.43e-06,4.2897811,W/kg,AnimalTraits
Eucyllus unicolor,Insecta,Coleoptera,Curculionidae,2.59e-06,5.3661548,W/kg,AnimalTraits
Miloderes sp.,Insecta,Coleoptera,Curculionidae,3.4e-06,25.41656,W/kg,AnimalTraits
Ophryastes varius,Insecta,Coleoptera,Curculionidae,2.726e-05,4.0069384,W/kg,AnimalTraits
Smicronyx imbricata,Insecta,Coleoptera,Curculionidae,3.2e-07,9.0823938,W/kg,AnimalTraits
Griburius sp.,Insecta,Coleoptera,Curculionidae,3.31e-06,18.345493,W/kg,AnimalTraits
Griburius sp.,Insecta,Coleoptera,Curculionidae,9.42e-06,3.8340901,W/kg,AnimalTraits
Monoxia sp.,Insecta,Coleoptera,Chrysomelidae,4.63e-06,17.74838,W/kg,AnimalTraits
Saprinus sp.,Insecta,Coleoptera,Histeridae,8.21e-06,7.5974695,W/kg,AnimalTraits
Pogonomyrmex sp.,Insecta,Hemiptera,Formicidae,3.74e-06,23.94735,W/kg,AnimalTraits
Lygus kalmii,Insecta,Hemiptera,Lygaeidae,1.017e-05,13.631447,W/kg,AnimalTraits
Dendrocoris contaminatus,Insecta,Hemiptera,Pentatomidae,1.1e-05,14.283557,W/kg,AnimalTraits
Phytocoris nigripubescens,Insecta,Hemiptera,Miridae,1.27e-06,23.507372,W/kg,AnimalTraits
Slaterocoris sp.,Insecta,Hemiptera,Miridae,8.6e-07,18.730473,W/kg,AnimalTraits
Multareoides bifuractus,Insecta,Heteroptera,Membracidae,1.34e-06,11.14086,W/kg,AnimalTraits
Scolopendra michelbacheri,Chilopoda,Scolopendromorpha,Scolopendridae,0.0001199,4.4626295,W/kg,AnimalTraits
Loxosceles unicolor,Arachnida,Araneae,Loxoscelidae,1.555e-05,3.2369777,W/kg,AnimalTraits
Psilochorus utahensis,Arachnida,Araneae,Pholcidae,1.86e-06,22.556706,W/kg,AnimalTraits
Syspira eclectica,Arachnida,Araneae,Clubionidae,5.76e-05,5.0204581,W/kg,AnimalTraits
Metacyrba labyrinthea,Arachnida,Araneae,Salticidae,1.12e-05,6.8746493,W/kg,AnimalTraits
Ctenophorus nuchalis,Reptilia,Squamata,Agamidae,0.0343,0.38096905,W/kg,AnimalTraits
Mus musculus,Mammalia,Rodentia,Muridae,0.0321,9,W/kg,AnimalTraits
Sauromalus hispidus,Reptilia,Squamata,Iguanidae,0.574,0.35778632,W/kg,AnimalTraits
Varanus gouldii,Reptilia,Squamata,Varanidae,0.674,0.45129865,W/kg,AnimalTraits
Ptyodactylus hasselquistii,Reptilia,Squamata,Phyllodactylidae,0.0064,0.54671748,W/kg,AnimalTraits
Bunopus tuberculatus,Reptilia,Squamata,Gekkonidae,0.0022,4.0786859,W/kg,AnimalTraits
Sceloporus occidentalis,Reptilia,Squamata,Phrynosomatidae,0.0131,0.54644809,W/kg,AnimalTraits
Sceloporus occidentalis,Reptilia,Squamata,Phrynosomatidae,0.0152,0.59198543,W/kg,AnimalTraits
Sceloporus occidentalis,Reptilia,Squamata,Phrynosomatidae,0.0128,0.74908925,W/kg,AnimalTraits
Trachemys scripta,Reptilia,Testudines,Emydidae,0.305,0.094590802,W/kg,AnimalTraits
Terrapene ornata,Reptilia,Testudines,Emydidae,0.354,0.080705913,W/kg,AnimalTraits
Chelydra serpentina,Reptilia,Testudines,Chelydridae,3.473,0.054415674,W/kg,AnimalTraits
Anniella pulchra,Reptilia,Squamata,Anniellidae,0.0045,0.65953219,W/kg,AnimalTraits
Homonota gaudichaudii,Reptilia,Squamata,Phyllodactylidae,0.00079,0.88607595,W/kg,AnimalTraits
Varanus giganteus,Reptilia,Squamata,Varanidae,2.496,0.23833333,W/kg,AnimalTraits
Varanus albigularis,Reptilia,Squamata,Varanidae,0.963,0.35291439,W/kg,AnimalTraits
Uromastyx microlepis,Reptilia,Squamata,Agamidae,0.06966,0.21611111,W/kg,AnimalTraits
Uromastyx microlepis,Reptilia,Squamata,Agamidae,0.1982,0.15166667,W/kg,AnimalTraits
Uromastyx microlepis,Reptilia,Squamata,Agamidae,0.47596,0.13166667,W/kg,AnimalTraits
Acrochordus arafurae,Reptilia,Squamata,Acrochordidae,1.0474,0.083736168,W/kg,AnimalTraits
Aspidites melanocephalus,Reptilia,Squamata,Pythonidae,1.0275,0.25918901,W/kg,AnimalTraits
Antaresia praelongus,Reptilia,Squamata,Pythonidae,0.1055,0.16990676,W/kg,AnimalTraits
Antaresia childreni,Reptilia,Squamata,Pythonidae,0.3317,0.25990805,W/kg,AnimalTraits
Liasis fuscus,Reptilia,Squamata,Pythonidae,1.3069,0.079845479,W/kg,AnimalTraits
Liasis olivaceus,Reptilia,Squamata,Pythonidae,3.3232,0.11924475,W/kg,AnimalTraits
Antaresia stimsoni,Reptilia,Squamata,Pythonidae,0.3499,0.20552743,W/kg,AnimalTraits
Morelia spilota,Reptilia,Squamata,Pythonidae,1.5165,0.19066927,W/kg,AnimalTraits
Morelia variegata,Reptilia,Squamata,Pythonidae,2.1735,0.094645773,W/kg,AnimalTraits
Pseudonaja nuchalis,Reptilia,Squamata,Elapidae,0.2141,0.23920949,W/kg,AnimalTraits
Tiliqua rugosa,Reptilia,Squamata,Scincidae,0.548,0.39886722,W/kg,AnimalTraits
Varanus rosenbergi,Reptilia,Squamata,Varanidae,1.287,0.32905771,W/kg,AnimalTraits
Varanus gouldii,Reptilia,Squamata,Varanidae,1.086,0.23900814,W/kg,AnimalTraits
Varanus panoptes,Reptilia,Squamata,Varanidae,0.931,0.30814742,W/kg,AnimalTraits
Varanus mertensi,Reptilia,Squamata,Varanidae,0.904,0.18134339,W/kg,AnimalTraits
Anniella pulchra,Reptilia,Squamata,Anniellidae,0.00494,0.36777778,W/kg,AnimalTraits
Ophisaurus ventralis,Reptilia,Squamata,Anguidae,0.03217,0.21222222,W/kg,AnimalTraits
Trogonophis wiegmanni,Reptilia,Squamata,Trogonophidae,0.00497,0.21722222,W/kg,AnimalTraits
Thamnophis butleri,Reptilia,Squamata,Colubridae,0.01904,0.32833333,W/kg,AnimalTraits
Varanus gilleni,Reptilia,Squamata,Varanidae,0.0275,0.37144483,W/kg,AnimalTraits
Natrix maura,Reptilia,Squamata,Colubridae,0.0225,0.55555556,W/kg,AnimalTraits
Natrix natrix,Reptilia,Squamata,Colubridae,0.0375,0.66666667,W/kg,AnimalTraits
Natrix helvetica,Reptilia,Squamata,Colubridae,0.0825,1.1666667,W/kg,AnimalTraits
Cnemidophorus murinus,Reptilia,Squamata,Teiidae,0.0552,0.33525139,W/kg,AnimalTraits
Varanus gouldii,Reptilia,Squamata,Varanidae,0.169,0.24113612,W/kg,AnimalTraits
Varanus panoptes,Reptilia,Squamata,Varanidae,2.003,0.31617996,W/kg,AnimalTraits
Sphaerodactylus cinereus,Reptilia,Squamata,Sphaerodactylidae,0.00054,0.46654147,W/kg,AnimalTraits
Sphaerodactylus notatus,Reptilia,Squamata,Sphaerodactylidae,0.00033,0.47140128,W/kg,AnimalTraits
Anolis sagrei,Reptilia,Squamata,Dactyloidae,0.0004,0.9768212,W/kg,AnimalTraits
Coleonyx switaki,Reptilia,Squamata,Eublepharidae,0.00946,0.41111111,W/kg,AnimalTraits
Coleonyx variegatus,Reptilia,Squamata,Eublepharidae,0.00362,0.81111111,W/kg,AnimalTraits
