species,class,order,family,mass_g,mass_kg,max_longevity_years,source
Patagioenas leucocephala,Aves,Columbiformes,Columbidae,247,0.247,14.4,AnAge
Phaps chalcoptera,Aves,Columbiformes,Columbidae,338.5,0.3385,5.1,AnAge
Streptopelia chinensis,Aves,Columbiformes,Columbidae,159,0.159,16.7,AnAge
Streptopelia decaocto,Aves,Columbiformes,Columbidae,157.4,0.1574,17.9,AnAge
Streptopelia turtur,Aves,Columbiformes,Columbidae,154,0.154,13.2,AnAge
Zenaida asiatica,Aves,Columbiformes,Columbidae,140,0.14,25,AnAge
Zenaida macroura,Aves,Columbiformes,Columbidae,123,0.123,31.3,AnAge
Alcedo atthis,Aves,Coraciiformes,Alcedinidae,34.3,0.0343,21,AnAge
Ceryle rudis,Aves,Coraciiformes,Alcedinidae,84.4,0.0844,3.9,AnAge
Chloroceryle americana,Aves,Coraciiformes,Alcedinidae,34,0.034,5,AnAge
Dacelo novaeguineae,Aves,Coraciiformes,Alcedinidae,305,0.305,26.8,AnAge
Halcyon smyrnensis,Aves,Coraciiformes,Alcedinidae,91.4,0.0914,5.5,AnAge
Syma torotoro,Aves,Coraciiformes,Alcedinidae,40.65,0.04065,5.7,AnAge
Tanysiptera sylvia,Aves,Coraciiformes,Alcedinidae,49.725,0.049725,9,AnAge
Coracias benghalensis,Aves,Coraciiformes,Coraciidae,158,0.158,8.9,AnAge
Coracias caudatus,Aves,Coraciiformes,Coraciidae,108,0.108,13.7,AnAge
Coracias garrulus,Aves,Coraciiformes,Coraciidae,146,0.146,9.2,AnAge
Merops apiaster,Aves,Coraciiformes,Meropidae,56.6,0.0566,5.9,AnAge
Merops bullockoides,Aves,Coraciiformes,Meropidae,34.8,0.0348,7,AnAge
Merops ornatus,Aves,Coraciiformes,Meropidae,29.5,0.0295,4.6,AnAge
Momotus mexicanus,Aves,Coraciiformes,Momotidae,75.7,0.0757,10.4,AnAge
Momotus momota,Aves,Coraciiformes,Momotidae,133,0.133,20.3,AnAge
Todus mexicanus,Aves,Coraciiformes,Todidae,5.9,0.0059,14,AnAge
Cacomantis flabelliformis,Aves,Cuculiformes,Cuculidae,49.85,0.04985,6,AnAge
Cacomantis variolosus,Aves,Cuculiformes,Cuculidae,33.5083,0.0335083,3.8,AnAge
Coccyzus americanus,Aves,Cuculiformes,Cuculidae,57.8,0.0578,5,AnAge
Coccyzus erythropthalmus,Aves,Cuculiformes,Cuculidae,37.5,0.0375,5,AnAge
Cuculus canorus,Aves,Cuculiformes,Cuculidae,111.6,0.1116,12.9,AnAge
Geococcyx californianus,Aves,Cuculiformes,Cuculidae,284.7,0.2847,9,AnAge
Saurothera vieilloti,Aves,Cuculiformes,Cuculidae,81.9,0.0819,7.6,AnAge
Scythrops novaehollandiae,Aves,Cuculiformes,Cuculidae,684.1,0.6841,7.3,AnAge
Eurypyga helias,Aves,Eurypygiformes,Eurypygidae,210,0.21,15,AnAge
Caracara cheriway,Aves,Falconiformes,Falconidae,1031,1.031,25.8,AnAge
Caracara plancus,Aves,Falconiformes,Falconidae,1348,1.348,37.6,AnAge
Falco berigora,Aves,Falconiformes,Falconidae,593.5,0.5935,24,AnAge
Falco cenchroides,Aves,Falconiformes,Falconidae,172.5,0.1725,7,AnAge
Falco cherrug,Aves,Falconiformes,Falconidae,966,0.966,15.9,AnAge
Falco columbarius,Aves,Falconiformes,Falconidae,195,0.195,12.7,AnAge
Falco eleonorae,Aves,Falconiformes,Falconidae,390,0.39,11.2,AnAge
Falco femoralis,Aves,Falconiformes,Falconidae,342.5,0.3425,12,AnAge
Falco mexicanus,Aves,Falconiformes,Falconidae,858,0.858,17.2,AnAge
Falco naumanni,Aves,Falconiformes,Falconidae,152.5,0.1525,10.9,AnAge
Falco peregrinus,Aves,Falconiformes,Falconidae,840,0.84,25,AnAge
Falco punctatus,Aves,Falconiformes,Falconidae,169.5,0.1695,10,AnAge
Falco rusticolus,Aves,Falconiformes,Falconidae,1406.5,1.4065,13.5,AnAge
Falco sparverius,Aves,Falconiformes,Falconidae,117,0.117,17,AnAge
Falco subbuteo,Aves,Falconiformes,Falconidae,208,0.208,14.9,AnAge
Falco subniger,Aves,Falconiformes,Falconidae,692.775,0.692775,11.6,AnAge
Falco tinnunculus,Aves,Falconiformes,Falconidae,184,0.184,23.8,AnAge
Falco vespertinus,Aves,Falconiformes,Falconidae,152.5,0.1525,13.2,AnAge
Crax globulosa,Aves,Galliformes,Cracidae,2500,2.5,20,AnAge
Crax rubra,Aves,Galliformes,Cracidae,4133,4.133,24,AnAge
Mitu tuberosum,Aves,Galliformes,Cracidae,2813,2.813,23,AnAge
Ortalis vetula,Aves,Galliformes,Cracidae,495.5,0.4955,8.8,AnAge
Alectura lathami,Aves,Galliformes,Megapodiidae,2340,2.34,12.5,AnAge
Leipoa ocellata,Aves,Galliformes,Megapodiidae,1867.5,1.8675,5.1,AnAge
Macrocephalon maleo,Aves,Galliformes,Megapodiidae,1564,1.564,23,AnAge
Callipepla californica,Aves,Galliformes,Odontophoridae,138,0.138,9.6,AnAge
Callipepla gambelii,Aves,Galliformes,Odontophoridae,126.1,0.1261,7.4,AnAge
Colinus virginianus,Aves,Galliformes,Odontophoridae,194,0.194,6.4,AnAge
Alectoris rufa,Aves,Galliformes,Phasianidae,528,0.528,6.2,AnAge
Bonasa umbellus,Aves,Galliformes,Phasianidae,644,0.644,11,AnAge
Centrocercus urophasianus,Aves,Galliformes,Phasianidae,1929.5,1.9295,7,AnAge
Chrysolophus amherstiae,Aves,Galliformes,Phasianidae,738,0.738,19.6,AnAge
Chrysolophus pictus,Aves,Galliformes,Phasianidae,625,0.625,13.4,AnAge
Coturnix chinensis,Aves,Galliformes,Phasianidae,45,0.045,5,AnAge
Coturnix coturnix,Aves,Galliformes,Phasianidae,97,0.097,14.6,AnAge
Coturnix japonica,Aves,Galliformes,Phasianidae,115,0.115,6,AnAge
Coturnix pectoralis,Aves,Galliformes,Phasianidae,100.975,0.100975,4.2,AnAge
Coturnix ypsilophora,Aves,Galliformes,Phasianidae,107.5,0.1075,4,AnAge
Dendragapus obscurus,Aves,Galliformes,Phasianidae,1131,1.131,14,AnAge
Falcipennis canadensis,Aves,Galliformes,Phasianidae,417.3,0.4173,13,AnAge
Francolinus francolinus,Aves,Galliformes,Phasianidae,453,0.453,7,AnAge
Francolinus pondicerianus,Aves,Galliformes,Phasianidae,334,0.334,8,AnAge
Gallus gallus,Aves,Galliformes,Phasianidae,2710,2.71,30,AnAge
Lagopus lagopus,Aves,Galliformes,Phasianidae,567,0.567,9,AnAge
Lagopus leucura,Aves,Galliformes,Phasianidae,326,0.326,15,AnAge
Lagopus muta,Aves,Galliformes,Phasianidae,535.5,0.5355,11.7,AnAge
Lyrurus tetrix,Aves,Galliformes,Phasianidae,1079,1.079,12.2,AnAge
Meleagris gallopavo,Aves,Galliformes,Phasianidae,6050,6.05,13,AnAge
Pavo cristatus,Aves,Galliformes,Phasianidae,4200,4.2,23.2,AnAge
Perdix perdix,Aves,Galliformes,Phasianidae,501,0.501,5.2,AnAge
Phasianus colchicus,Aves,Galliformes,Phasianidae,1094.8,1.0948,27,AnAge
Polyplectron napoleonis,Aves,Galliformes,Phasianidae,550,0.55,15,AnAge
Syrmaticus reevesii,Aves,Galliformes,Phasianidae,1239,1.239,9.2,AnAge
Tetrao urogallus,Aves,Galliformes,Phasianidae,4010,4.01,18,AnAge
Tetrastes bonasia,Aves,Galliformes,Phasianidae,429,0.429,7.2,AnAge
Tympanuchus cupido,Aves,Galliformes,Phasianidae,908,0.908,5,AnAge
Tympanuchus pallidicinctus,Aves,Galliformes,Phasianidae,794.5,0.7945,13.5,AnAge
Tympanuchus phasianellus,Aves,Galliformes,Phasianidae,908,0.908,7.5,AnAge
Gavia arctica,Aves,Gaviiformes,Gaviidae,2724,2.724,28,AnAge
Gavia immer,Aves,Gaviiformes,Gaviidae,3405,3.405,24.1,AnAge
Gavia stellata,Aves,Gaviiformes,Gaviidae,1816,1.816,24,AnAge
Anthropoides virgo,Aves,Gruiformes,Gruidae,2400,2.4,27,AnAge
Balearica regulorum,Aves,Gruiformes,Gruidae,3372,3.372,27.2,AnAge
Grus americana,Aves,Gruiformes,Gruidae,7500,7.5,40,AnAge
Grus antigone,Aves,Gruiformes,Gruidae,8663,8.663,41.8,AnAge
Grus canadensis,Aves,Gruiformes,Gruidae,3890,3.89,36.6,AnAge
Grus grus,Aves,Gruiformes,Gruidae,5500,5.5,43,AnAge
Grus japonensis,Aves,Gruiformes,Gruidae,8500,8.5,25.2,AnAge
Grus leucogeranus,Aves,Gruiformes,Gruidae,5931,5.931,36.2,AnAge
Grus monacha,Aves,Gruiformes,Gruidae,3700,3.7,24,AnAge
Grus rubicunda,Aves,Gruiformes,Gruidae,6250.5,6.2505,33,AnAge
Grus vipio,Aves,Gruiformes,Gruidae,5400,5.4,45,AnAge
Fulica americana,Aves,Gruiformes,Rallidae,450.8,0.4508,22.3,AnAge
Fulica atra,Aves,Gruiformes,Rallidae,412,0.412,20.6,AnAge
Gallinula chloropus,Aves,Gruiformes,Rallidae,392,0.392,18.6,AnAge
Gallinula tenebrosa,Aves,Gruiformes,Rallidae,531.5,0.5315,13.9,AnAge
Gallirallus australis,Aves,Gruiformes,Rallidae,899.3,0.8993,13.8,AnAge
Gallirallus sylvestris,Aves,Gruiformes,Rallidae,496,0.496,15.1,AnAge
Porphyrio porphyrio,Aves,Gruiformes,Rallidae,850,0.85,8.4,AnAge
Rallus aquaticus,Aves,Gruiformes,Rallidae,111.5,0.1115,8.9,AnAge
Rallus longirostris,Aves,Gruiformes,Rallidae,308,0.308,7.5,AnAge
Tauraco leucotis,Aves,Musophagiformes,Musophagidae,265,0.265,12.4,AnAge
Otis tarda,Aves,Otidiformes,Otididae,7895.5,7.8955,28.3,AnAge
Acanthiza chrysorrhoa,Aves,Passeriformes,Acanthizidae,9.375,0.009375,13.1,AnAge
Acanthiza ewingii,Aves,Passeriformes,Acanthizidae,6.95,0.00695,7.7,AnAge
Acanthiza inornata,Aves,Passeriformes,Acanthizidae,7,0.007,8.9,AnAge
Acanthiza katherina,Aves,Passeriformes,Acanthizidae,6.85,0.00685,15,AnAge
Acanthiza lineata,Aves,Passeriformes,Acanthizidae,7.1,0.0071,23.5,AnAge
Acanthiza nana,Aves,Passeriformes,Acanthizidae,6.35,0.00635,13.8,AnAge
Acanthiza pusilla,Aves,Passeriformes,Acanthizidae,7.6,0.0076,17.6,AnAge
Acanthiza reguloides,Aves,Passeriformes,Acanthizidae,7.7,0.0077,9.5,AnAge
Acanthiza uropygialis,Aves,Passeriformes,Acanthizidae,6.35,0.00635,7,AnAge
Aphelocephala leucopsis,Aves,Passeriformes,Acanthizidae,12.35,0.01235,14.3,AnAge
Gerygone fusca,Aves,Passeriformes,Acanthizidae,5.4,0.0054,6.5,AnAge
Gerygone levigaster,Aves,Passeriformes,Acanthizidae,6.2,0.0062,5.5,AnAge
Gerygone magnirostris,Aves,Passeriformes,Acanthizidae,6.8,0.0068,4.1,AnAge
Gerygone mouki,Aves,Passeriformes,Acanthizidae,5.25,0.00525,8.9,AnAge
Gerygone palpebrosa,Aves,Passeriformes,Acanthizidae,7.475,0.007475,4,AnAge
Gerygone tenebrosa,Aves,Passeriformes,Acanthizidae,7.85,0.00785,10.6,AnAge
Oreoscopus gutturalis,Aves,Passeriformes,Acanthizidae,20,0.02,4,AnAge
Origma solitaria,Aves,Passeriformes,Acanthizidae,14.35,0.01435,7,AnAge
Pycnoptilus floccosus,Aves,Passeriformes,Acanthizidae,31.4,0.0314,6.5,AnAge
Pyrrholaemus brunneus,Aves,Passeriformes,Acanthizidae,12.5,0.0125,9,AnAge
Sericornis citreogularis,Aves,Passeriformes,Acanthizidae,17.4,0.0174,15.6,AnAge
Sericornis frontalis,Aves,Passeriformes,Acanthizidae,13.4,0.0134,17.6,AnAge
Smicrornis brevirostris,Aves,Passeriformes,Acanthizidae,5.35,0.00535,7.4,AnAge
Acrocephalus arundinaceus,Aves,Passeriformes,Acrocephalidae,21.9,0.0219,10.1,AnAge
Acrocephalus australis,Aves,Passeriformes,Acrocephalidae,24.2,0.0242,7.1,AnAge
Acrocephalus dumetorum,Aves,Passeriformes,Acrocephalidae,11.2,0.0112,8,AnAge
Acrocephalus melanopogon,Aves,Passeriformes,Acrocephalidae,10.9,0.0109,11.2,AnAge
Acrocephalus palustris,Aves,Passeriformes,Acrocephalidae,10.8,0.0108,9.8,AnAge
Acrocephalus schoenobaenus,Aves,Passeriformes,Acrocephalidae,11.5,0.0115,11.8,AnAge
Acrocephalus scirpaceus,Aves,Passeriformes,Acrocephalidae,12.3,0.0123,16.9,AnAge
Acrocephalus sechellensis,Aves,Passeriformes,Acrocephalidae,15.9,0.0159,17,AnAge
Acrocephalus stentoreus,Aves,Passeriformes,Acrocephalidae,24.2,0.0242,10.6,AnAge
Hippolais icterina,Aves,Passeriformes,Acrocephalidae,12.5,0.0125,10.8,AnAge
Hippolais polyglotta,Aves,Passeriformes,Acrocephalidae,11,0.011,8.9,AnAge
Iduna pallida,Aves,Passeriformes,Acrocephalidae,9,0.009,7.9,AnAge
Aegithalos caudatus,Aves,Passeriformes,Aegithalidae,8.9,0.0089,11.1,AnAge
Psaltriparus minimus,Aves,Passeriformes,Aegithalidae,5.5,0.0055,9.1,AnAge
Alauda arvensis,Aves,Passeriformes,Alaudidae,31.7,0.0317,10.1,AnAge
Eremophila alpestris,Aves,Passeriformes,Alaudidae,26,0.026,8,AnAge
Galerida cristata,Aves,Passeriformes,Alaudidae,42.9,0.0429,11.6,AnAge
Lullula arborea,Aves,Passeriformes,Alaudidae,25.5,0.0255,6,AnAge
Artamus cyanopterus,Aves,Passeriformes,Artamidae,33,0.033,8.2,AnAge
Atrichornis clamosus,Aves,Passeriformes,Atrichornithidae,41.525,0.041525,7.8,AnAge
Bombycilla cedrorum,Aves,Passeriformes,Bombycillidae,30,0.03,8.2,AnAge
Bombycilla garrulus,Aves,Passeriformes,Bombycillidae,72.5,0.0725,13.5,AnAge
Calcarius lapponicus,Aves,Passeriformes,Calcariidae,28.35,0.02835,6,AnAge
Calcarius pictus,Aves,Passeriformes,Calcariidae,26.65,0.02665,5,AnAge
Plectrophenax hyperboreus,Aves,Passeriformes,Calcariidae,42,0.042,4.8,AnAge
Plectrophenax nivalis,Aves,Passeriformes,Calcariidae,41.8,0.0418,10.2,AnAge
Coracina novaehollandiae,Aves,Passeriformes,Campephagidae,115.133,0.115133,9,AnAge
Coracina tenuirostris,Aves,Passeriformes,Campephagidae,58.5,0.0585,6.2,AnAge
Lalage leucomela,Aves,Passeriformes,Campephagidae,29.45,0.02945,4.8,AnAge
Lalage tricolor,Aves,Passeriformes,Campephagidae,25.5,0.0255,3.1,AnAge
Cardinalis cardinalis,Aves,Passeriformes,Cardinalidae,41,0.041,28.5,AnAge
Cyanocompsa parellina,Aves,Passeriformes,Cardinalidae,15.7,0.0157,10.8,AnAge
Passerina amoena,Aves,Passeriformes,Cardinalidae,15.15,0.01515,9.9,AnAge
Passerina caerulea,Aves,Passeriformes,Cardinalidae,28.4,0.0284,10.2,AnAge
Passerina ciris,Aves,Passeriformes,Cardinalidae,14.75,0.01475,12,AnAge
Passerina cyanea,Aves,Passeriformes,Cardinalidae,15,0.015,11,AnAge
Pheucticus ludovicianus,Aves,Passeriformes,Cardinalidae,47.325,0.047325,24,AnAge
Pheucticus melanocephalus,Aves,Passeriformes,Cardinalidae,42,0.042,25,AnAge
Piranga ludoviciana,Aves,Passeriformes,Cardinalidae,30,0.03,15.3,AnAge
Piranga olivacea,Aves,Passeriformes,Cardinalidae,29,0.029,11.9,AnAge
Piranga rubra,Aves,Passeriformes,Cardinalidae,40,0.04,7.9,AnAge
Spiza americana,Aves,Passeriformes,Cardinalidae,33,0.033,4.8,AnAge
Certhia familiaris,Aves,Passeriformes,Certhiidae,9.1,0.0091,8.2,AnAge
Cettia cetti,Aves,Passeriformes,Cettiidae,13.3,0.0133,9.3,AnAge
Cinclus cinclus,Aves,Passeriformes,Cinclidae,61.7,0.0617,10.6,AnAge
Cinclus mexicanus,Aves,Passeriformes,Cinclidae,50.2,0.0502,8.1,AnAge
Cisticola exilis,Aves,Passeriformes,Cisticolidae,7.325,0.007325,3.6,AnAge
Climacteris erythrops,Aves,Passeriformes,Climacteridae,23.3,0.0233,8.2,AnAge
Climacteris picumnus,Aves,Passeriformes,Climacteridae,29.4,0.0294,13.9,AnAge
Corcorax melanoramphos,Aves,Passeriformes,Corcoracidae,364,0.364,17.6,AnAge
Struthidea cinerea,Aves,Passeriformes,Corcoracidae,132,0.132,25,AnAge
Aphelocoma californica,Aves,Passeriformes,Corvidae,88.7,0.0887,15.8,AnAge
Aphelocoma coerulescens,Aves,Passeriformes,Corvidae,78.7,0.0787,15,AnAge
Aphelocoma insularis,Aves,Passeriformes,Corvidae,114,0.114,15.3,AnAge
Aphelocoma ultramarina,Aves,Passeriformes,Corvidae,130,0.13,25,AnAge
Coloeus monedula,Aves,Passeriformes,Corvidae,246,0.246,20.3,AnAge
Corvus bennetti,Aves,Passeriformes,Corvidae,396.25,0.39625,16.4,AnAge
Corvus brachyrhynchos,Aves,Passeriformes,Corvidae,384.8,0.3848,20,AnAge
Corvus caurinus,Aves,Passeriformes,Corvidae,294,0.294,16.7,AnAge
Corvus corax,Aves,Passeriformes,Corvidae,1203,1.203,69,AnAge
Corvus cornix,Aves,Passeriformes,Corvidae,544.5,0.5445,16.8,AnAge
Corvus corone,Aves,Passeriformes,Corvidae,518,0.518,19.2,AnAge
Corvus coronoides,Aves,Passeriformes,Corvidae,645,0.645,22.5,AnAge
Corvus cryptoleucus,Aves,Passeriformes,Corvidae,640,0.64,21.8,AnAge
Corvus frugilegus,Aves,Passeriformes,Corvidae,390,0.39,23.8,AnAge
Corvus hawaiiensis,Aves,Passeriformes,Corvidae,520,0.52,25,AnAge
Corvus mellori,Aves,Passeriformes,Corvidae,536.75,0.53675,19.8,AnAge
Corvus ossifragus,Aves,Passeriformes,Corvidae,418,0.418,14.5,AnAge
Cyanocitta cristata,Aves,Passeriformes,Corvidae,80.8,0.0808,26.2,AnAge
Cyanocitta stelleri,Aves,Passeriformes,Corvidae,99.1,0.0991,16.1,AnAge
Cyanocorax caeruleus,Aves,Passeriformes,Corvidae,272,0.272,36,AnAge
Garrulus glandarius,Aves,Passeriformes,Corvidae,153,0.153,17.9,AnAge
Gymnorhinus cyanocephalus,Aves,Passeriformes,Corvidae,105,0.105,14.6,AnAge
Nucifraga caryocatactes,Aves,Passeriformes,Corvidae,147,0.147,19.9,AnAge
Nucifraga columbiana,Aves,Passeriformes,Corvidae,130,0.13,17.4,AnAge
Perisoreus canadensis,Aves,Passeriformes,Corvidae,70.3,0.0703,19.2,AnAge
Perisoreus infaustus,Aves,Passeriformes,Corvidae,84.4,0.0844,17.9,AnAge
Pica hudsonia,Aves,Passeriformes,Corvidae,158.9,0.1589,20,AnAge
Pica nuttalli,Aves,Passeriformes,Corvidae,151.9,0.1519,10,AnAge
Pica pica,Aves,Passeriformes,Corvidae,178,0.178,21.7,AnAge
Pyrrhocorax graculus,Aves,Passeriformes,Corvidae,211.5,0.2115,24.4,AnAge
Pyrrhocorax pyrrhocorax,Aves,Passeriformes,Corvidae,277.8,0.2778,20.3,AnAge
Rupicola rupicola,Aves,Passeriformes,Cotingidae,195,0.195,7,AnAge
Cracticus nigrogularis,Aves,Passeriformes,Cracticidae,126.65,0.12665,22.2,AnAge
Cracticus torquatus,Aves,Passeriformes,Cracticidae,80.675,0.080675,20.2,AnAge
Strepera fuliginosa,Aves,Passeriformes,Cracticidae,343,0.343,24,AnAge
Strepera graculina,Aves,Passeriformes,Cracticidae,283.5,0.2835,24.2,AnAge
Strepera versicolor,Aves,Passeriformes,Cracticidae,400,0.4,19.6,AnAge
Dasyornis brachypterus,Aves,Passeriformes,Dasyornithidae,41.5,0.0415,4.8,AnAge
Dicaeum hirundinaceum,Aves,Passeriformes,Dicaeidae,8.8,0.0088,9.7,AnAge
Dicrurus bracteatus,Aves,Passeriformes,Dicruridae,82.25,0.08225,7.9,AnAge
Ammodramus caudacutus,Aves,Passeriformes,Emberizidae,16.5,0.0165,10,AnAge
Ammodramus henslowii,Aves,Passeriformes,Emberizidae,12.5,0.0125,6.5,AnAge
Ammodramus leconteii,Aves,Passeriformes,Emberizidae,13.4,0.0134,4.1,AnAge
Ammodramus maritimus,Aves,Passeriformes,Emberizidae,20,0.02,9,AnAge
Ammodramus nelsoni,Aves,Passeriformes,Emberizidae,15.2,0.0152,7.1,AnAge
Emberiza aureola,Aves,Passeriformes,Emberizidae,19.6,0.0196,7,AnAge
Emberiza calandra,Aves,Passeriformes,Emberizidae,48.8,0.0488,10.6,AnAge
Emberiza cirlus,Aves,Passeriformes,Emberizidae,25.6,0.0256,6.1,AnAge
Emberiza citrinella,Aves,Passeriformes,Emberizidae,26.8,0.0268,13.2,AnAge
Emberiza hortulana,Aves,Passeriformes,Emberizidae,27,0.027,6.8,AnAge
Emberiza melanocephala,Aves,Passeriformes,Emberizidae,28.4,0.0284,11,AnAge
Emberiza schoeniclus,Aves,Passeriformes,Emberizidae,17.6,0.0176,12.2,AnAge
Erythrura gouldiae,Aves,Passeriformes,Estrildidae,12,0.012,6,AnAge
Lonchura striata,Aves,Passeriformes,Estrildidae,10.3,0.0103,10,AnAge
Neochmia phaeton,Aves,Passeriformes,Estrildidae,9.7,0.0097,5.8,AnAge
Neochmia ruficauda,Aves,Passeriformes,Estrildidae,10.6,0.0106,3.4,AnAge
Neochmia temporalis,Aves,Passeriformes,Estrildidae,11.45,0.01145,23.4,AnAge
Poephila acuticauda,Aves,Passeriformes,Estrildidae,14,0.014,6,AnAge
Poephila personata,Aves,Passeriformes,Estrildidae,13.375,0.013375,6.9,AnAge
Stagonopleura bella,Aves,Passeriformes,Estrildidae,14,0.014,4.5,AnAge
Stagonopleura guttata,Aves,Passeriformes,Estrildidae,17.6,0.0176,5.4,AnAge
Stagonopleura oculata,Aves,Passeriformes,Estrildidae,13,0.013,5.2,AnAge
Taeniopygia bichenovii,Aves,Passeriformes,Estrildidae,9.5,0.0095,5.4,AnAge
Taeniopygia guttata,Aves,Passeriformes,Estrildidae,12,0.012,12,AnAge
Acanthis flammea,Aves,Passeriformes,Fringillidae,14,0.014,12.2,AnAge
Acanthis hornemanni,Aves,Passeriformes,Fringillidae,19.25,0.01925,6.8,AnAge
Carduelis carduelis,Aves,Passeriformes,Fringillidae,16,0.016,27,AnAge
Carpodacus erythrinus,Aves,Passeriformes,Fringillidae,21.6,0.0216,9,AnAge
Chloris chloris,Aves,Passeriformes,Fringillidae,26,0.026,13.6,AnAge
Chlorodrepanis stejnegeri,Aves,Passeriformes,Fringillidae,16.65,0.01665,9,AnAge
Chlorodrepanis virens,Aves,Passeriformes,Fringillidae,13.35,0.01335,12,AnAge
Coccothraustes coccothraustes,Aves,Passeriformes,Fringillidae,56.6,0.0566,12.6,AnAge
Fringilla coelebs,Aves,Passeriformes,Fringillidae,21,0.021,29,AnAge
Fringilla montifringilla,Aves,Passeriformes,Fringillidae,21,0.021,14.8,AnAge
Haemorhous cassinii,Aves,Passeriformes,Fringillidae,27.4,0.0274,7,AnAge
Haemorhous mexicanus,Aves,Passeriformes,Fringillidae,20.4,0.0204,11.6,AnAge
Haemorhous purpureus,Aves,Passeriformes,Fringillidae,25.42,0.02542,14,AnAge
